QuestionID	QuestionText	BlockID	BlockText	Answer	Africa.N	Americas.N	Asia.N	Europe.N	Oceania.N	TOTAL.N	Africa.P	Americas.P	Asia.P	Europe.P	Oceania.P	TOTAL.P
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		-			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		- Code of conduct and professional practice applying to the processing of personal data for statistical and scientific research purposes within the framework of the national statistical system (Annex A.3, legislative decree nÂ° 196/03)- REGULATION (EC) No				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		- Greek Statistical Law 3832/2010 as in force (http://www.statistics.gr/documents/20181/300673/Stat_Law3832_EN.pdf/de31bfc8-c4d4-4d39-aa5f-d4592d1c8330)- Regulation on the Statistical Obligations of the Agencies of the Hellenic Statistical System (http://				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		- National Statistics Act and- Regulation (EC) No 223/2009 of the European Parliament and of the Council on European statistics.				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Act No 89/1995 Sb on the State Statistical Service, as amended Â§ 17 Provision of Confidential Statistical Datahttps://www.czso.cz/csu/czso/full_wording_of_act_no_89_1995_coll_on_the_state_statistical_serviceRegulation (EC) No 223/2009 of the European Parliament and of the Council of 11 March 2009 on European statistics				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Article 28 of Law on Official Statistics says that â€œThe confidential statistical data shall not be issued or disseminated or used for a non-statistical purpose but for the exceptions envisaged by the Georgian legislation.â€			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Article 31 of the Law no. 17/2018 "On official statistics"Internal Regulation on respecting statistical confidentiality principle				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Based on Article 7 of the SCI Law, disclosure of individual data collected by this Centre is strictly prohibited .			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Confidentiality policy of the Hungarian Central Statistical Office				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Data sharing with other government office			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Disclosure of identifiable individual data is regulated by statutory instruments including the EU General Data Protection Regulation which is implemented through the Data Protection Act 2018, the Statistics and Registration Services Act 2007 and the Digital Economy Act 2017. Other case law may apply in specific cases.				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		EU Regulation No 223/2009 on European Statistics				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Federal Statistics Act				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		For disaster relief purposes					1	1					25	1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		In limited cases the ABS utilises the Census and Statistics (Information Release and Access) Determination 2018 (the Determination), subordinate legislation that sits beneath the ABS' primary legislation, that allows for the release of identifiable business information under certain conditions. Disclosures under the Determination are strictly limited in their scope and are articulated within ABS legislation and internal ABS policy. The Determination does not permit the release personal or sensitive information of natural persons to a third party.					1	1					25	1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Its not done.				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Jamaican Statistics Act		1				1		7.69230769230769				1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Law number 3/2001, regulator of statistical activity in the Republic of Equatorial Guinea.http://www.inege.gq/wp-content/uploads/2018/11/Ley-reguladora-de-la-actividad-estadà­stica-en-Guinea-Ecuatorial.pdf	1					1	5.88235294117647					1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Law of access and transparency to public information, and the Constitution of the Republic of Ecuador		1				1		7.69230769230769				1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Law on Official Statistics at https://www.armstat.am/file/doc/99509428.pdf ORDER ON PROTECTION OF STATISTICAL CONFIDENTIALITY at https://www.armstat.am/file/doc/99479708.pdf			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Law on Statistics				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		NA			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		National Statistical Act, Act on National Account Institute				1		1				2.85714285714286		1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		Nil			1			1			4.16666666666667			1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		No	1					1	5.88235294117647					1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		No Disclosure made	1					1	5.88235294117647					1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		No one.		1				1		7.69230769230769				1.0752688172043
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		None	1			1		2	5.88235294117647			2.85714285714286		2.1505376344086
Q06.4a	Regulations that indicate the circumstances under which individual data can be disclosed	R01		None.	1					1	5.88235294117647					1.0752688172043
