QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The NSS statistical program is prepared by INSTAT in collaboration with other producers of official statistics, taking into account user needs and the implementation of strategic objectives. The draft-Program is discussed by the Statistical Council (composed by 11 members, representatives of statistical users), government and Parliament. the Draft-Program is discussed by the government also to ensure the allocation of state budget funds. The 5-year Program enters into force after approval of the Parliament	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The NSDS was approved in 2015 and in the last three years our activities plans were approved by National Statistics Council and the annual plans are elaborated basing on General State budget.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The budget allocations of the members of the Argentine NSS are independent of the country's NSO. The NSS currently does not issue, as a single entity, any Statistical Plan. This process will begin in 2019, and it will be leaded by INDEC (Argentina's NSO).	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The majority of funding for official statistics in Australia is provided through annual government appropriation or through user funding of specific statistical collections. There is also an annual government budgeting process through which agencies may seek additional funding for specific initiatives or to respond to cost pressures. Governments must balance the extent to which statistical authorities are funded with other competing priorities. To deliver the best value while working within these resources, each statistical authority in the national statistical service must manage and prioritise statistical production. In real terms the funding of the ABS has reduced substantially in recent years and this trend is set to continue. ABS is working with government funding agencies and key users to retain a workable and stable financial situation, so that it can continue to deliver the official statistics Australia needs to the high levels of quality expected. The adequacy of resources is regularly monitored by statistical authorities in order to effectively manage and prioritise the statistical work program and leverage the regular government budget processes. The ABS Resource Prioritisation and Finance Committee and associated Working Group, for example, meet at least quarterly, or as frequently as weekly when required, to oversee and monitor allocations and expenditure to ensure rigour, discipline and transparency. The Committee comprises senior staff including the ABS Chief Financial Officer. There are a number of strategies that enable the production of official statistics within available resources. For example, the Australian Bureau of Statistics (ABS) has: 1. focused on achieving efficiencies by reducing corporate overheads, including reducing property costs through activity based working; 2. increased the use of administrative and transactional data collected by other entities in order to reduce direct costs to collect information from households and businesses; and 3. prioritised statistical activities and ceased some activities. The ABS classifies its statistical work program in four tiers, which are used to assist with prioritisation undertaken by the ABS. The tiers were informed by the development of the list of Essential Statistical Assets for Australia. The Essential Statistical Assets (ESA) for Australia initiative highlights statistics which are critical to decision making in Australia. The initiative contributes to effective prioritisation of investment by governments to improve the overall quality of Australia's official statistical assets, enhance their utilisation and allow for more effective integration to increase the value of the National Statistical System. The ESA was developed in consultation with the community as well as users and producers of statistics in Australia	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01			24	26
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The provision about the funding of state statistical activity from the national budget is fixed in article 15 of the Law on State Statistics of the Republic of Belarus: http://www.belstat.gov.by/o-belstate_2/pravovye-osnovy-gosudarstvennoi-statistiki-respubl/zakon-respubliki-belarus-o-gosudarstvennoi-statist/ http://www.belstat.gov.by/en/o-belstate/pravovye-osnovy-gosudarstvennoi-statistiki-respubl/zakon-respubliki-belarus-o-gosudarstvennoi-statist/ Based on the above, the law on the national budget for specific financial year makes provisions for the funds to be allocated for the activities of state statistics bodies.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		A major part of the statistical plans is allocated to the execution of the requirements of the European Annual Working Program. Other Requests are processed on a user-by-user basis if the planning and the budget allow it.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The NSO prepares annual work plans and budgets based on continuity of core statistical products, user needs/demands, and institutional strengthening initiatives. There is as yet no coordinated planning of an NSS-wide budget or work plan. The NSDS was developed in late 2017 in consultation with the broad NSS membership and central government. It was based on months-long study of the gaps and needs of the NSS. The primary goal of the NSDS is to establish the coordination of and build capacity within the NSS (including the NSO).	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		Data users, owners of administrative sources, statistics producers and all relevant stakeholders were taken into account when developing plans in the past five years. The draft Work Plan shall be considered the Work Plan of the Agency once approved by the relevant state authorities (Council of Ministers of the B&H).	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		Each sector decide on the budget allocation of its implementation as it is the responsibility of each sector to secure funding for implementation of its statistical activities. The NSO also has its own statistical program. However, the NSO plays a critical role in ensuring that implementation of the sectoral statistics plans is budgeted , monitored and evaluated as the NSDS is coordinated by the NSO. And the Statistics Act,2009 gives the NSO a mandate to coordinate the NSS, and has to be accountable to all statistical activities in the entire NSS by ensuring adherence to the International Standards and classifications, as well as Fundamental principles of official statistics.Each Sector under the NSDS has a focal person who sits in the Inter Agency Statistics Committee which provides an advisory role for the NSDS implementation as well as how the NSS can effectively be developed and making coordination effective.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		Budget allocation is aligned with our yearly projects/ activities and plans and approved by line ministry, the Ministry of Finance and Economy.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The National Statistical Programme shall be adopted annually by the Council of Ministers on a proposal from the president of the NSI within one month after submission of a draft. The National Statistical Council, a consultative body to the President of the NSI discusses the proposals of the statistical authorities and gives recommendations for including in the draft National Statistical Programme specific statistical surveys defined by type, scope and implementation staff.The NSI budget in the past five years is as follows:2018 - 21281300 BGN;2017 - 19591400 BGN;2016 - 18852100 BGN;2015 - 17452100 BGN;2014 - 18185600 BGN.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		All members of the NSS participated in elaborating the document. NSS was first approved by the NSS council and then Cabo Verde Government.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The Ministry to which the NSO is attached	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		The National Statistical Plan is the instrument whereby the strategic guidelines and the actions for the development of statistical production are established, taking into account the information needs of the country. The preparation of the plan is led by DANE and performed in coordination with all members of the NSS. The document, which should be formulated every five years, will be taken to CANE for approval. In a like manner, DANE will monitor the implementation of the Plan. Periodically, DANE presents progress reports to the CANE. The main National Statistical goal is in 2022, the country will guarantee to count with pertinent official statistics in order to know its economic, sociodemographic and environmental reality, based on the coordination of the entities belonging to National Statistical System. The document was approved by the council in April of 2017. The budget expected in order to implement the National Statistical Plan for the next five years is close to USD219 million. This is an estimated value which corresponds to operational cost.	1	1
Q01.3	How did the NSS decide on statistical plans and budget allocations in the past five years? Who was consulted and who approved the plan?	R01		NSO MAKE THE PORPOSITIONS THAR ARE AGREE TO SUPERIOR STATISTICAL COMMISSION. IT IS THE MINISTRY OF PLAN, STATISTICAL AND REGIONAL INTREGATION THAT WAS CONSULTED AND APPROVED THE PLANS AND BUDGET.	1	1
