QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	Public Information Access Agency & Undersecretary of Public Innovation and Open Government (Modernisation Government Secretary)
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	Other lead Australian Government statistical authorities have a similar focus on ensuring privacy and follow similar privacy practices. In addition, the AIHW is guided by the AIHW Ethics Committee, established under Section 16 of the Australian Institute of Health and Welfare Act 1987, which, among a range of issues, considers compliance with the Privacy Act. The ABS offers ABS DataLab training on our website: http://www.abs.gov.au/websitedbs/D3310114.nsf/home/DataLab+Training+ScheduleThe Office of the Australian Information Commissioner also offers materials and resources to help Australian organisations and agencies develop or improve their privacy training programs.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	The IT staff of authorized producers of official statistics regularly attend seminars and undertake training and skills upgrade courses on information security and data protection.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	BY TRAINING ON WORKSHOPS, SEMINARS
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	The Office of the President through technical assistance from the world bank were in collaboration to develop an open Data Policy for the country.Through the TA trainings were held. Also there is an Open Data Forum coordinated by the University of Botswana
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	We created a pilot for quality assurance training for other federal departments who produce and prepare data. Additionally, all Canadian government departments have access to information offices in support of legislation on this.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	All government departments are required to attend FOI seminars
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	We hold the training in the whole WSS about open data.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	Open data has been a government guidance established by ICT Ministry. On the other hand, Colombia has a Law related to Habeas Data, which establishes the personal data protection regulations.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	NCB through the ECB statistical system
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	Czech Statistical Office organizes regular meetings (twice a year) with partners inside the State Statistical System. Issues regarding data privacy or access to information policies and principles are always presented and discussed there.Open data activities are coordinated on governmental level.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	The open data initiative has not been sufficiently disseminated, it is a relatively new topic for the NSS, however, MINTEL is the entity that has the most knowledge on this subject and who is under its coordination.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	NSO has a national Statistical Training Centre at its' headquarters which has an annual plan for statistical training provided to its' staff and other statistical partners.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	There are two producers of official statistics in Estonia - the Statistics Estonia and the National Bank. Trainings have been similar in both of them.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	Do not know exactly,
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	213	150	Europe	155	Western Europe			France	250	FRA				Developed	Staff receive training in order to implement the General Data Protection Regulation 2016/679 of the European Parliament and of the Council.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	Staff members of other NSS agencies attended trainings on personal data, data confidentiality etc.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	Confidentiality, Data security, and IT-security are important training courses also in our common training program with our regional Offices (Corporate Training of the statistical Offices of the Federation and the Laender).Since 2017 bwe also offer courses on the use of big data by official statistics.for all staff members. Since 2017 we also offer courses on the use of big data by official statistics.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	Internal trainings organised by the HCSO are available for staff members of the NSS.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	Seconded staff in other agencies have attended the same training.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	156	142	Asia	145	Western Asia			Israel	376	ISR				Developed	special courses in the NSS
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	202	150	Europe	39	Southern Europe			Italy	380	ITA				Developed	Within the framework of an hoc course on governance and quality issues, NSS received training on data privacy and anonymisation techniques.
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	76	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Jamaica	388	JAM			1	Developing	Open Data Watch
Q02.10a	Type of training received by agencies in the NSS concerning open data, data privacy or access to information policies and principles	157	142	Asia	145	Western Asia			Jordan	400	JOR				Developing	
