QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q02.11	Additional comments on challenges to the implementation of Principle 2	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	Strenghthen the cooperation with the universities and scientific centres to impact the scientific knowledge;Improving the dissemination of ethics procedures to the staff;Promoting the Capacity Building in the staff.
Q02.11	Additional comments on challenges to the implementation of Principle 2	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	The Strategy for the development of state statistics of the Republic of Belarus until 2022 provides for raising professional competence and qualification of the staff, creating conditions for the development and interest in achieving high performance results through: improvement of HR planning and long-term plans for HR development taking into account the needs of state statistics bodies; application of new forms and methods of HR management, implementation of modern HR technologies. Due to the budget limitations, it is not always possible to implement planned activities on professional staff development.
Q02.11	Additional comments on challenges to the implementation of Principle 2	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	Inadequate human and financial resources are the main constraint in this area.
Q02.11	Additional comments on challenges to the implementation of Principle 2	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	
Q02.11	Additional comments on challenges to the implementation of Principle 2	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	
Q02.11	Additional comments on challenges to the implementation of Principle 2	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	We do not have further comments about this principle
Q02.11	Additional comments on challenges to the implementation of Principle 2	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	FOR THIS PRINCIPLE THERE IS A LOT OF EFFORTS TO DO IN THAT WAY THE NSO AND THER OTHER AGENCIES DON'T HAVE THE SAME COLLECTS METHODOLOGICAL.
