QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R01	The NSO compiles, publishes and promotes the consistent use of standards and classifications	1	80	86.02
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R01	The NSO compiles, publishes and promotes the consistent use of standards and classifications	0	13	13.98
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R02	Statistical legislation establishes common standards and/or specifies which agency is responsible for doing so	1	52	55.91
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R02	Statistical legislation establishes common standards and/or specifies which agency is responsible for doing so	0	41	44.09
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R03	The NSO monitors compliance with classifications and standards	1	53	56.99
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R03	The NSO monitors compliance with classifications and standards	0	40	43.01
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R04	Committees for specific fields are responsible for the coordination of standards	1	37	39.78
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R04	Committees for specific fields are responsible for the coordination of standards	0	56	60.22
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R05	The NSO reviews and approves questionnaires and/or methodologies	1	45	48.39
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R05	The NSO reviews and approves questionnaires and/or methodologies	0	48	51.61
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R06	None of the above	0	91	97.85
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R06	None of the above	1	2	2.15
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R07	Other	0	87	93.55
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R07	Other	1	6	6.45
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)		87	93.55
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)	The statistical legislation sets the requirements to the development, approval and use of classifications within the NSS; Belstat collaborates with government bodies and organizations on the development of classifications; Belstat undertakes work on harmonization of national classifications with international classifications.	1	1.08
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)	Statistics Canada coordinates standards by developing, publishing and promoting the use of harmonized definitional metadata standards including variables, statistical classifications and extensive classification indexes for coding to the major classifications.  Definitional metadata standards are developed for social statistics, economic statistics and geographic areas. Directives and policies are in place to ensure that statistical programs are aware of the level of metadata required and the need to use the harmonized definitional metadata including variables and classifications within statistical programs.	1	1.08
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)	in the process of strengthening NSS	1	1.08
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)	no ONAs in the country	1	1.08
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)	The Committe of official statistics coordinates with STATEC the NSS. This committee owns several sub-groups/task forces to deal, amongst others, with methodological issues. That	1	1.08
Q02.5	Measures currently being undertaken for coordinating standards and classifications across the NSS	R08	Other (detail)	Provide consultation and training for the adoption of international standard and classification	1	1.08
