QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media			
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	0	80	86
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	1	13	14
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Academicians, investigators		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Cabinet, Ministry of Finance and Economic Development		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Central Bank, Commission for Statistics		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Council of Economic Advisors, to brief the President		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Inter-Agency Planning Group (IAPG) involving only related central planning agency		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Media but in a secure lockup room. They cannot publish prior to official release by Statistics Canada.		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	News agencies		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	None		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Our law and policy do not allow for the access to statistics prior to the release.		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	Possible exemptions for paid assignments, but in case this is announced for the users		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	SIB's Board of Directors		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	The Federal Law of November 29, 2007 No. 282-Ð¤Ð— â€œOn Official Statistical Accounting and the System of State Statistics in the Russian Federationâ€ does not provide an access to statistical data prior to their public release.		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	The Minister responsible for Statistics and the Financial Secretary		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R01	Media	We changed our policy in 2018. we stopped pre-releases for any media / news agencies		
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R02	Government departments/policy-makers			
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R02	Government departments/policy-makers	0	52	56
Q01.6	Groups of users given access to statistics prior to their public release in the past five years	R02	Government departments/policy-makers	1	41	44
