QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01			66	71
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Strenghthen the cooperation with the universities and scientific centres to impact the scientific knowledge;Improving the dissemination of ethics procedures to the staff;Promoting the Capacity Building in the staff.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		The Strategy for the development of state statistics of the Republic of Belarus until 2022 provides for raising professional competence and qualification of the staff, creating conditions for the development and interest in achieving high performance results through: improvement of HR planning and long-term plans for HR development taking into account the needs of state statistics bodies; application of new forms and methods of HR management, implementation of modern HR technologies. Due to the budget limitations, it is not always possible to implement planned activities on professional staff development.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Inadequate human and financial resources are the main constraint in this area.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		We do not have further comments about this principle	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		FOR THIS PRINCIPLE THERE IS A LOT OF EFFORTS TO DO IN THAT WAY THE NSO AND THER OTHER AGENCIES DON'T HAVE THE SAME COLLECTS METHODOLOGICAL.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Challenges:- Approval of the project to reform the current law.- Strengthen capacities to establish standards for the SEN and implement them.- Establish disclosure and confidentiality policies for the SEN.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Further improvements are in the process of implementation, as the new law on Official Statistics is in the process of implementation (delayed unfortunately due to low priority of statistics in the Government). The new law should clarify the procedure of appointment of the DG, improve the coordination role of the NSI and provide additional sources of funding which should be used for education of staff.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		It is necessary to update the statistical law, considering a principle that guarantees the professional and technical independence of the INEC and the NSS entities. It is necessary to take into account the mechanisms for the designation and dismissal of the chief of statistics, as well as the code of ethics of all statistical personnel of the NSS.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		We have no challenges for principle 2	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Questions 2.1 and 2.5 are not clear. Difficult to answer.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		CONSTATNTE TRAINING AND INCLUSION OF THE PROMOTION OF A STATISTICAL CULTURE	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		To ensure full implementation of EU General Data Protection Regulation;To strengthen technical and organizational measures to prevent, detect, analyze and respond to cyber incidents.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Additional comment for 2.2 - Based on the rules and regulation of Public Service of Government Malaysia.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		It is important to strengthen the professional and Technical Independence in the Statistical activities carry out for the State Units other than INEGI.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Statistical units in ministriesNSO training to be strengthenedClassifications and codes are not used consistently across NSS	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		The big challenge on this principle is to establish National Quality Framework to measure the quality of NSS statistical products.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Low level of Awareness on data users and data providersWorkload of staff from statistics unitsNo dedicated staff for statistics at line ministries	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		None	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Areas of data governance, indigenous rights and sovereignty of data are emerging as more significant issue in the supply of and access to data. The role of the NSO in New Zealand is evolving to look at setting the direction of the data system and the need to set mandatory data standards to ensure more standardisation and increase the value from data and statistics. We recognize that some work is proceeding in these areas and support this.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Reg. Q2.3. - it is the Ministry of Finance who is responsible for the recruitement process and hence would be the right insitution to direct the question to. There was some dicussions in the media when the previous DG was employed in 2015.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		NO CHALLENGES	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Knowledge, capacity and capability are required in the NSS in order for one to understand the need and importance of data. This is lacking in many developing countries.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		Statistics Poland applies international classifications and nomenclatures in statistical research, which makes comparing statistical data possible. Classifications and nomenclatures are applied directly (e.g. CN) or national detailed versions are elabrated based on the European Union standards (the Polish Classification of Activity based on NACE and the Polish Classification of Goods and Services based on CPA). Statistics Poland President is legally authorised to elaborate the national classification standards, as well as to change and interpret them. The legal means to introduce them is however a regulation of the Prime Minister. The basic classification standards are applied not only for statistical purposes, but they have also broad usage outside statistics. They are available along with auxiliary materials on the Statistics Poalnd information portal for users other than statisticians. Examples of interpretation decisions are also available on the website	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		We strongly follow the Principle 2	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		1. There is a lack of training offered by international organisations in this area and also NSO and this contributed to the lack of knowledge in this area by line ministries.	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		2.2 "Article 10: Le Directeur général est choisi parmi les ingénieurs de la statistique et de la démographie ou de niveau équivalent." http://www.ansd.sn/index.php?option=com_docman&task=doc_download&gid=20&Itemid=259	1	1
Q02.11	Additional comments on challenges to the implementation of Principle 2	R01		There is need for more transparency and accountability by statistical agencies	1	1
