QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q01.8	Aditional comments on challenges to the implementation of Principle 1	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	The Strategy for the development of state statistics of the Republic of Belarus until 2022 makes provisions for wider access of users to microdata for research purposes and analysis. A standard procedure of dissemination of such data is planned to be developed.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	the answers to the questions 1.7b and 1.7c only apply to aggregates
Q01.8	Aditional comments on challenges to the implementation of Principle 1	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	Limited financial and human resources present the main constraint to more frequent consultation with data users and the establishment of formal groups for this purpose.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	Currently the challenges are limited as all have equal access to statistical information at the same time as per the Statistics Act.The organization has a pricing policy as away of cost recovery to those who access the data and use if for commercial purposes. The country does not have an Open Data Policy at the moment--however the NSO makes efforts in ensuring that data is easily accessible through the Open Data Platforms as well as the Website.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	1.6 - the process causes significant delay in the release of the report
Q01.8	Aditional comments on challenges to the implementation of Principle 1	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	We do not have further comments about this principle.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	WE DON'T HAVE ACCESS TO ALL THE INFORMATIONS TO METADATA.SO, THE LAW STATISTICAL IS NOT KNOWN BY EVERYBODY.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	1.7. The answers refer to anonymized microdata. There are other databases of microdata that require signing confidentiality agreements and cannot be used.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	https://www.czso.cz/csu/czso/conditions_for_use_and_further_dissemination)
Q01.8	Aditional comments on challenges to the implementation of Principle 1	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q01.8	Aditional comments on challenges to the implementation of Principle 1	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	The identification of the users, the needs and the evaluation of their satisfaction in relation to the information and the products to which they have access, is not formalized in the NSS, the mechanisms or methodologies for this subject are little known for the NSS
Q01.8	Aditional comments on challenges to the implementation of Principle 1	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	There is no Challenges faced in applying principle 1 as we obey the statistical law that guarantee relevance of statistical products.
Q01.8	Aditional comments on challenges to the implementation of Principle 1	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	Nowadays, the microdata are not available online for users.
