QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	1. Timely and quality output and distribution of statistical data;2. Use of appropriate data sources and instruments to improve the production and quality of indicators and statistical services;3. Professional and organizational improvement of the National Statistical System;4. Development of innovative ITC systems for statistical processing, data exchange and communication;5. Implementing the recommendations on improving the statistical principles provided by European Statistics Code of Practices, which are in line with UNFPOS
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	With the approved of the NSS law in 2011 the UNFPOS gained more advocacy;The NSO took advantage of the Housing and Population Census to increase awareness of the UNFPOS.
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	* INDEC's recovery process (after the political intervention).* Joint Working Programme with the OECD.
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	The ABS is a regular attendee of the UNSC and is a supporter and advocate for the work of the UNSD in the promotion of the UNs Fundamental Principles of Official Statistics (UNFPOS) across the Australian Statistical system and internationally.
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	In 2016, a new version of the Law on State Statistics of the Republic of Belarus came into force, which complies with the Generic Law on Official Statistics developed by the United Nations Economic Commission for Europe. Compilation of official statistical information in the Republic of Belarus is carried out in line with the principles of state statistics harmonized with the Fundamental Principles of Official Statistics approved by the General Assembly of the United Nations, and the European Statistics Code of Practice. Compliance with these principles was evaluated by international expert statisticians in 2012 during the Adapted Global Assessment of the National Statistical System. In 2015-2017, the National Model of Processes for the Production of Official Statistical Information based on GSBPM (Version 5.0) was developed and adopted, the main statistical production processes were described; the Indicators of the state statistics principles, the Quality Policy, the Policy of primary data confidentiality, the Policy for dissemination of official statistical information and the Policy for the revision of official statistical information were developed and adopted; the quality management system for primary data and official statistical information was developed and implemented in accordance with STB ISO 9001-2015. From January 1, 2016, the main provisions of the 2008 SNA have been introduced into statistical practice, which are the basis for ensuring the comparability of official statistical information at the international level.
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	1. Data dissemination capacity has greatly improved over the past five years.2. Advancements made in organization of NSS and an NSDS has been developed.3. Establishment of Bachelor's Degree in Statistics designed to meet the needs of the NSO and NSS at national university.4. Expanding pool of data sources to include administrative data and signing of MOUs where necessary to formalize arrangements for providing data
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	---
