QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q03.3	Types of explanatory texts that accompany published data	R01	Erratum or any other form of error correction	1	57	61.29
Q03.3	Types of explanatory texts that accompany published data	R01	Erratum or any other form of error correction	0	36	38.71
Q03.3	Types of explanatory texts that accompany published data	R02	Notifications of major methodological changes	1	74	79.57
Q03.3	Types of explanatory texts that accompany published data	R02	Notifications of major methodological changes	0	19	20.43
Q03.3	Types of explanatory texts that accompany published data	R03	Metadata associated with each dataset	1	77	82.8
Q03.3	Types of explanatory texts that accompany published data	R03	Metadata associated with each dataset	0	16	17.2
Q03.3	Types of explanatory texts that accompany published data	R04	Guides on interpretation of data used and estimates	1	44	47.31
Q03.3	Types of explanatory texts that accompany published data	R04	Guides on interpretation of data used and estimates	0	49	52.69
Q03.3	Types of explanatory texts that accompany published data	R05	Manuals and protocols used by the NSS	0	44	47.31
Q03.3	Types of explanatory texts that accompany published data	R05	Manuals and protocols used by the NSS	1	49	52.69
Q03.3	Types of explanatory texts that accompany published data	R06	Other	0	85	91.4
Q03.3	Types of explanatory texts that accompany published data	R06	Other	1	8	8.6
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)		85	91.4
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	Analysis of data	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	Data users receive no information  on quality of data. Only in weighing method , non-response issue is implicitly  explained.	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	Concepts and Definitions, Scope & Data Sources are provided in historical series and data published in reports and social and economic indicators.	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	each section of the yearbook has methodological notes	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	Statistical Analyses	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	SingStat Website has videos and infographics to explain statistical concepts and data, and the statistical tables on SingStat Table Builder contains explanatory footnotes.	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	INE publish ESMS (SDMX) metadata with each statistics	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R08	Other (detail)	press releases	1	1.08
Q03.3	Types of explanatory texts that accompany published data	R07	None Of The Above	0	93	100
