QuestionID	QuestionText	BlockID	BlockText	Answer	RegionName	N	Percentage
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	Europe	22	24
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	1	Africa	11	12
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	Americas	7	8
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	Oceania	4	4
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	1	Europe	13	14
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	Asia	14	15
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	Africa	6	6
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	1	Americas	6	6
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	1	Asia	10	11
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	0	Europe	27	29
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	0	Africa	15	16
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	0	Americas	9	10
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	0	Oceania	4	4
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	1	Europe	8	9
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	0	Asia	22	24
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	1	Americas	4	4
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	1	Asia	2	2
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	1	Africa	2	2
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	0	Europe	31	33
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	0	Africa	14	15
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	0	Americas	12	13
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	0	Oceania	4	4
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	1	Europe	4	4
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	0	Asia	22	24
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	1	Africa	3	3
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	1	Americas	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	1	Asia	2	2
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	0	Europe	13	14
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	0	Africa	10	11
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	0	Americas	5	5
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	1	Oceania	3	3
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	1	Europe	22	24
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	1	Americas	8	9
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	0	Asia	7	8
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	1	Africa	7	8
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	1	Asia	17	18
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	0	Oceania	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other		Europe	32	34
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other		Africa	15	16
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	free of charge	Americas	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other		Oceania	4	4
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other		Americas	9	10
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	Not distributed	Asia	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other		Asia	22	24
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	Not applicable	Africa	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	Open license applies	Americas	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	When the reuse involves any modification to the data or text, including the translation of text, this is stated clearly to the end user of the information, as well as that ELSTAT bears no responsibility for the result of the modification.	Europe	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	for statistical purposes only; indicating that the responsibility for analysis and processing is not to be attributed to Istat	Europe	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	No	Asia	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	By negotiation	Africa	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	Not applicable	Americas	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	Data are provided under the Open Government LIcense: https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/	Europe	1	1
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	N/A  The conditions in which (post-release) derivative work using micro data is available may happen vary amongst agencies.	Americas	1	1
