QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q05.1a	How administrative records are currently used	R01	As a direct source of data (without linking or drawing of inferences)	1	85	91.4
Q05.1a	How administrative records are currently used	R01	As a direct source of data (without linking or drawing of inferences)	0	8	8.6
Q05.1a	How administrative records are currently used	R02	As a means for estimation (combining multiple records to derive variables)	1	73	78.49
Q05.1a	How administrative records are currently used	R02	As a means for estimation (combining multiple records to derive variables)	0	20	21.51
Q05.1a	How administrative records are currently used	R03	As sampling frames	1	65	69.89
Q05.1a	How administrative records are currently used	R03	As sampling frames	0	28	30.11
Q05.1a	How administrative records are currently used	R04	As a complement to survey or census data, for correcting input errors, imputing, calibrating sample weights, etc.	1	74	79.57
Q05.1a	How administrative records are currently used	R04	As a complement to survey or census data, for correcting input errors, imputing, calibrating sample weights, etc.	0	19	20.43
Q05.1a	How administrative records are currently used	R05	As a supplement to survey or census data, adding information to what was collected in the interviews	1	62	66.67
Q05.1a	How administrative records are currently used	R05	As a supplement to survey or census data, adding information to what was collected in the interviews	0	31	33.33
Q05.1a	How administrative records are currently used	R06	As a means to assess non-response to surveys	1	45	48.39
Q05.1a	How administrative records are currently used	R06	As a means to assess non-response to surveys	0	48	51.61
Q05.1a	How administrative records are currently used	R07	None of the above	0	93	100
Q05.1a	How administrative records are currently used	R08	Other	0	89	95.7
Q05.1a	How administrative records are currently used	R08	Other	1	4	4.3
Q05.1a	How administrative records are currently used	R09	Other (detail)		89	95.7
Q05.1a	How administrative records are currently used	R09	Other (detail)	Data Integration	1	1.08
Q05.1a	How administrative records are currently used	R09	Other (detail)	Quality Assurance Purposes	1	1.08
Q05.1a	How administrative records are currently used	R09	Other (detail)	Linking to census and survey sources to add information content.	1	1.08
Q05.1a	How administrative records are currently used	R09	Other (detail)	Research	1	1.08
