QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee			
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	0	72	77
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	1	21	23
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	According to the data dissemination policy		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	Aggregated official statistics and publicly available anonymised microdata are available free of charge and without pre-registration.		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	All standard aggregate data is provided online and free of charge.  It is governed by an open license:  https://www.statcan.gc.ca/eng/reference/licence		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	All statistical information produced according to the Official Statistics Work Programme is published and provided for the general public free of charge on the Official Statistics Portal. Statistics Lithuania also provides statistical information on individual request (enquiry). Individual request (enquiry) is a request by a user to provide him/her with a certain piece of statistical information, submitted via the Official Statistics Portal. A response to the request (enquiry) is prepared by the divisions of Statistics Lithuania within the area of their competence. Statistical information collected, processed and published under the Official Statistics Work Programme on the Official Statistics Portal and released according to the Catalogue of Statistical Publications is available free of charge. Responses to statistical enquiries are to be paid for only if additional or more detail statistical information is requested than indicated in the Official Statistics Work Programme. Confidential statistical data can be provided for scientific purposes to the researchers of national and foreign higher education and research institutions as defined in the Law on Higher Education and Research of the Republic of Lithuania; also to researchers of institutions mentioned in 2012/200/EU: Commission Decision of 18 April 2012 amending Decision 2004/452/EC laying down a list of bodies whose researchers may access confidential data for scientific purposes. Confidential statistical data are provided on an electronic medium or a remote desktop, in a manner that does not enable the direct identification of the respondent. Strict protocols apply to external users accessing statistical microdata for research purposes.		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	By applying for access through Microdata Access Program		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	By negotiation		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	Everybode has free and eqaul access to aggregated data. Access to microdata is given only to reasearchers and others that are approved for this.		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	For free and we do not have any licensing agreement or terms of use per se.		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	For free at the statistical portal, and open data site under condition to mention the data source.		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	For free.		
Q01.7a	Conditions for online access to aggregates and/or microdata	R01	For a fee	Free		
