QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q03.5	Additional comments on challenges to the implementation of Principle 3	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	INSTAT in order to optimize statistical processes have implement the GSBPM version 5.0. GSBPM in INSTAT is used for monitoring the statistical business processes (timetable) and for processes documentation. Monitoring the quality in statistical production is the main priority aspect in INSTAT and in the framework of 2018-2030 Strategy of INSTAT, one of the sub objectives is the Statistical Audit. INSTAT have defined the activities for the statistical auditing: Procedure of statistical internal audit; Documentation process for the statistical product and Recommendations for quality improvements of statistical process audited.
Q03.5	Additional comments on challenges to the implementation of Principle 3	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q03.5	Additional comments on challenges to the implementation of Principle 3	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q03.5	Additional comments on challenges to the implementation of Principle 3	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q03.5	Additional comments on challenges to the implementation of Principle 3	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q03.5	Additional comments on challenges to the implementation of Principle 3	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	The Strategy for the development of state statistics of the Republic of Belarus until 2022 provides for the development of methodological approaches for the quality management of administrative data and publication of quality reports.
Q03.5	Additional comments on challenges to the implementation of Principle 3	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q03.5	Additional comments on challenges to the implementation of Principle 3	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	The main constraint remains inadequate resources to produce the recommended quality reports and metadata, or to utilize other data platforms for data dissemination.
Q03.5	Additional comments on challenges to the implementation of Principle 3	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q03.5	Additional comments on challenges to the implementation of Principle 3	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q03.5	Additional comments on challenges to the implementation of Principle 3	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	
Q03.5	Additional comments on challenges to the implementation of Principle 3	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	
Q03.5	Additional comments on challenges to the implementation of Principle 3	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q03.5	Additional comments on challenges to the implementation of Principle 3	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q03.5	Additional comments on challenges to the implementation of Principle 3	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	Statistics Canada has strict protocols and control mechanisms around who has access to anonymize data and for what reasons. Rules and guidelines for revisions and errors are included in the policy suite and within the quality framework. Much of the data collection, editing, processingâ€¦ are now done centrally. These areas have documented their processes and work closely with their clients to ensure high quality end result. All harmonized concepts and definitions, including variables and classifications, are documents and available for use.
Q03.5	Additional comments on challenges to the implementation of Principle 3	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	
