QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01			19	20
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		- Electronic questionnaire to a sample of users.- Workshops with representatives of the SEN and users.- Review of reports prepared in the INEC.- Consultations with the Consejo Nacional Consultivo de Estadà­stica (CONACE).	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		- User consultation is required by the NSA [A]. Article 7 defines that one of the professional tasks performed by SURS within the framework of its basic functions shall be also establishing public need for data in co-operation with the Statistical Council	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		1) Via National Statistics Committee (NSC) focal persons 2)Bilateral meetings	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		1. The National Statistical Council - composed of users of official statistics, is consulted regularly about users' needs.2. We organize hackathons and focus-groups about current development issues, e.g. data visualisation.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		1. User consultation workshops before every census and survey like Population Census, DHS, HIES, LFS, Agriculture census, National Accounts, etc	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		1. Users Advocacy, beneficiaries and the media through workshops 2. Sending all press releases on all subjects to media and users 3. Distributing publications (hard copy) in all topics to users 4. Distributing monthly e-newsletter to users and the media 5. Sending a brief monthly statistical summary to the President of State Palestine, Prime Minister, and Ministers	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		1. Users satisfaction2. Hotline3. Data lab4. Social network	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		A questionnaire for the user of official statistical information is available on the official websites of state statistics bodies of the Republic of Belarus The questionnaire was developed to improve the dissemination of statistical information by providing feedback from users, determining their needs for statistical information, improving the quality of statistical data and increasing user confidence in official statistics. Received replies from the user questionnaire are analyzed quarterly, the confidence index and the user satisfaction index are calculated. Comments and suggestions of users are passed for consideration to the leadership of Belstat and to structural units.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		A survey of key user was conducted two years ago.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		A user producer workshop is conducted after evet 5 years with the last one conducted in 2015. In addition users are engaged during planning stages of the surveys and dissemination	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Apart from the participation of users represented in National Statistical Council we have also been organizing workshops whenever a survey or other statistical activity is launched to discuss what will be done and the outcome.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Armstat makes analysis of user satisfaction surveys and has an annual program for the work with all users groups.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Atelier de validation des questionnaires d'enquàªte	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Awareness raising workshops	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		By organising stakeholders workshops	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Conducting meeting with different users to understand their needs in addition to conduct user needs survey	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Conducting statistical needs assesment among goverment agencies,organs of NSS and private sector of the country.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Convene users for meeting in the context or the launch of new surveys/censuses to assess their needs.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		DANE has some instruments such as user's surveys and the website monitoring report. On the other hand, in the Quality Statistical Assessment process, DANE leads a survey oriented to the user related to the statistical operation which is assessed.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Durant la phase de préparation des recensements et enquàªtes.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		ELSTAT organizes user conferences on annual basis.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Example:For statistical agencies like Census, BEA and BLS, they participate via agency booths at major conferences, events, etc. This provides an opportunity to interact with data users as well as provide information on new statistical products.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		For example we work together with data journalists, scientists, ministries an the media to improve statistical literacy.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Formal and informal meeting with user groups	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Geostat use social media for this purpose.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Holding seminars in universities to promote activities and the nature of data produced by the Central Bureau of Statistics	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		IN CASE OF THE CENSUS WE TAKE THE MOST IMPORTANT NEEDS OF THE USERS BEFORE THE END OF THE QUESTIONNAIRE	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Improving and reviewing quality There are several mechanisms in the Australian statistical system for data users to provide feedback about the accuracy, relevance, timeliness and accessibility of official statistical collections. This includes: regular review of the ABS forward work program; user consultation and engagement (which is also regularly reviewed) (see figure 1 and 2); the biennial ABS stakeholder relationship health assessment; Essential Statistical Assets initiative to identify priority statistics and assess quality; National Agricultural Statistics Review; and external and independent reviews as needed (e.g. APSC Capability Review, 2016 Census independent assurance panel quality assessment, independent technical review into the Labour Force Survey). Figure 1 â€“ ABS engagement pathways Figure 2 â€“ Key stakeholder fora	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Inquire with users to listen to their needs	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Many activities are carried out, mainly through social media, various user group, Statistical Council and user satisfaction survey.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		NSO conducts annual training course for all users and media.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Numbers of downloads, website consultation statistics, numbers of followers on Twitter, etc.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Once per year the main users are involved in defining the content of the Statistical Programme. Additionally, there are meetings with domain-specific users.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Outreach on an ongoing basis with stakeholders, partners, etc., to ensure programs and products are designed to meet user needs. National Engagement Week in October, where 150 consultations were held in 20 locations across the country. Focus groups, online consultations, etc.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Parties and stakeholders have their input and opinion considered in the elaboration process of annual programme of statistical surveys.We carry out user engagement activities â€“ meetings with data analytics and media	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Public consultations and satisfaction surveys are applied for different projects, in order to know the opinions and needs of the users. Specialized Technical Committes, through special working groups wich are attended by producers and users of information.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Public relations events are also used to collect user's needs. Media a monitored to detect user's needs.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Realiza reuniones de coordinacià³n con usuarios.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		SEND OFFICIAL LETTERS TO IDENTIFY THEIR NEEDS	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Seminars for journalists and visitor groups e.g. students	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Statistical workshop for users and media on an annual basis.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Stats NZ runs a range of seminars, meet ups, hackathons, conferences to engage with users. As part of our Population Census we take the opportunity to understand user needs in an in-depth way and this round had a dedicated user engagement team. This team came up with innovative ways to engage with a range of communities and groups who weren't so familiar with data and statistics and their value.Stats NZ also has a strategic engagement function which supports strategic relationship management and is critical to understanding user needs and working with key partners and producers in the Official Statistics System.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Surveys of users are conducted	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Targeted workshops usually usually focusing on one product. These includemedia practitioners private sectorpolitical directoratepolicy makers	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		The NSS entities carry out activities to identify needs focuses mainly on their internal users through meetings or surveys. However, it is important to work more in user-engagement activities to understand user needs.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		The PSA conducts user-producer's/stakeholders' forums, consultative/dissemination forums, and press conferences/news briefings, among others.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		The Statistics Estonia carries out user surveys, focus groups, recommendation index, etc.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		The User Council meets once a year in a plenary meeting or in advisory subgroups (â€œquality groupsâ€) where users are consulted on continuing or emerging information needs .Another important forum is the National Conference of statistics which takes place every two years.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		The user requirements and highly prioritised statistics in Malaysia are tabled and approved at the Main User Committee meeting.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		There is a Website Satisfaction Survey currently in working process.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Through workshop of dialogue between users and producers.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		User Satisfaction SurveyPress conferencesExternal User Survey Meetings with academics	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		User Satisfaction Surveys	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		User engagements are held with different users to better understand their needs and determine if som eof the needs can be accommodated in our statistical collections.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		User groups, user survey	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		User satisfaction survey	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		User satisfaction survey, user groups meetings and discussions, collecting users feedback from information services department.	1	1
