QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01	R02	R03	R04	R05
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	0	0	0	1	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	1	1	1	1	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	1	1	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	0	0	1	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	0	0	0	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	0	0	0	1	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	0	0	0	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	1	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	1	1	0	1	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	0	0	1	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	1	1	1	1	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	0	1	1	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	0	0	0	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	0	0	1	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	0	0	0	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	0	0	1	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	0	0	0	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	1	0	0	0	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	0	0	0	1	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	0	0	1	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	1	1	0	1	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	1	1	1	1	1
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	0	0	0	0	0
Q05.1c	How the NSS accesses and uses big data or citizen-generated data	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	0	0	0	0	0
