QuestionID	QuestionText	BlockID	BlockText	Answer	Africa.N	Americas.N	Asia.N	Europe.N	Oceania.N	TOTAL.N	Africa.P	Americas.P	Asia.P	Europe.P	Oceania.P	TOTAL.P
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		-				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		.....				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		1. Computer-assisted personal interviewing (CAPI) 2. Online surveys	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Application of web-scrapping techniques;Tablets are used in data computing phase. Online data collection, control and data verification via information system â€œSTSâ€ based on new technologies;Information system â€œForeign tradeâ€ is used to automate all the activities related to the production and dissemination of data on foreign trade in goods statistics of Bulgaria. â€¢ â€œMicro-dataâ€ subsystem covers the entire statistical production process - entering of individual data from different sources (SAD, Intrastat declarations, VAT declarations and other administrative data), processing, validation and credibility control, automated and manual corrections, estimation of non-response and trade bellow the thresholds for Intrastat, analysis of data and creation of output files for different users. â€¢ â€œMacro-dataâ€ subsystem stores processed and ready for dissemination data and provides access (in Bulgarian and in English) -for internal users - employees of the NSI from different departments use foreign trade data to produce various output tables according to their needs- for external users - on-line access (http://ftrade.nsi.bg/)				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		As of 2015 and starting from the creation of an internal working group on innovation, DANE has implemented a Smart Data strategy with the objective of strengthening the process of production, generation and dissemination of official statistics by incorporating alternative sources of information and non-traditional methods, such as administrative records and Big Data in the framework of the National Statistical System. The strategy is based on the implementation of pilot projects that in their majority integrate or complement traditional information from administrative records, censuses and surveys with non-traditional sources such as Earth observation data, detailed mobile phone records, social networks, and information from web pages of enterprises, among others. Once the piloting or exploration phase has been completed, and, according to the viability of the results, the incorporation process begins, which involves reviewing the aspects related to the technological infrastructure required for the incorporation, the verification of compliance with quality standards and attributes as well as the generation of necessary skills in human resources. Also, as a result of this strategy, DANE has made progress in incorporating innovations in the information collection process by making use of new technologies. A specific case is the first electronic census (eCensus) conducted in Colombia, which in addition to providing an easy, fast and secure questionnaire, also had mechanisms for verifying the identity of the persons, for the purpose of ensuring the quality and truthfulness of the information reported, through the consultation in real time of the National Registry web service. In order to ensure the georeferencing of these units, DANE integrated information from administrative records and geocoding services; as a result, the georeferencing of 97% of the registered units was achieved. DANE has also explored the use of mobile telephony data and its applications in statistical production, in such a way that within the framework of the project "Measuring the information society" -that had the participation of DANE, the Ministry of Information and Communication Technology and the International Telecommunications Union-, in 2017, it was possible to have access to information of detailed records of mobile phones, guarded by private companies. The access to this type of source continues however to be one of the main challenges to overcome. Finally, DANE, based on the work that it has carried out in recent years as a member of the working group of Satellite Images and Geospatial Data of the UN Big Data for Official Statistics, recognizes the importance of both the use of data and technological platforms, as well as of the interinstitutional coordination that is necessary for the fulfillment of the goals and for the formulation of public policies that pursue this integral and multi-sectorial agenda in terms of the use and exploitation of new sources of Smart Data.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		By using alternative data sources NSOs are able to reduce the burden on data providers, improve data quality and ensure more timely release of survey results. In Hungary one of these sources is the online cash register, while the other new source is based on the use of traffic monitoring camera data of the National Toll Payment Services PLC and the Hungarian National Police Headquarters.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		CAI			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Centralized IT and methodological units ensure the effective performance of statistical processes. Usually, IT Development and Methodology and Quality divisions (as coordinators) within their competence and all statistical divisions are involved in the implementation of projects or introduction of IT systems or other systems for modernization of statistical production processes. The examples of such projects can be the development of the Official Statistics Portal allowing to access official statistics produced by different institutions on a single contact point principle; IT system (e.statistics) enabling electronic preparation and transmission of statistical data from enterprises and population; Metadata management system, allowing effective preparation and dissemination, as well as archiving of metadata; a modern 2011 Population and Housing Census data collection and processing technology â€“ a computerized system based on cloud computing. With regard to improving statistical data processing methods, methodologies are regularly deliberated and improved by the Methodology Commission of Statistics Lithuania according to the annual plans on deliberation of draft statistical survey methodologies. The commission also deliberates the draft statistical survey (work) methodologies or other methodological documents prepared by the other national authorities. Statistics Lithuania implements the projects, considering the web scraping in such areas as price and job vacancies statistics. Moreover, the EU-recommended statistical data editing and missing value imputation methods using standard IT tools have been implemented; the proportion of statistical indicators for the calculation of whose estimates additional information or administrative data are used have been increased; centralized management of data obtained from administrative sources has been introduced, etc.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Collecte numérique (PDA, tablettes, ...) et remontée des données via InternetCollecte par call center	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		DCS using Computer-assisted personal interviewing (CAPI) ,			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		DOSM has initiated the Statistics Big Data Analytics (STATSBDA).The key objectives are modernisation of data collection, producing new statistical products, supplements for existing data in production of certain statistics, allow high accuracy of data and reduce respondents' burden. Six initiatives is developed in line with Malaysia Plan, strategic trusts and SDGs Indicators.There are:The 3 main projects are: i. Trade by Enterprise Characteristics (TEC) ii. Price Intelligent (PI) iii. Public Maturity Assessment on Official StatisticsThe 3 support projects are: i. Real Time Business Status ii. Real Time News on Official Statistics (RTOS) iii. Bizcode@Stats			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Data capture is automated in all statistical operations of INEC and automated coding processes are in development.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Data collection by CAPI to reduce processing time.Data collection by teams for sample surveys, for improved supervision and monitoring of progress.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Data collection using CAPI (Computer Aided Personal Interviewers) are used to collect data and the data is normally sent to the server whilst the enumerators are still in the field.	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Data portal is introduced for table builder			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		E.g. standardisation of production processes				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Estimation techniques also using administrative records and other more timely surveys (for example first estimates of quarterly data are based also on surveys and administrative data with monthly periodicity).				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		FOR SAME TIME NOW, WE ARE USING CAPI SYSTEM IN CASE OF THE CENSUS AND SURVEY AT THE NSO	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		For example : Flash estimates on poverty rateEvery year in September N+2, INSEE publishes the poverty rate and the main indicators of inequalities in standard of living for year N. This delay is unsatisfactory for meeting the social requirements of users of these indicators. Of the 21 months between the end of the year under consideration and the publication of the poverty rate, about three-quarters of this time is taken up collecting tax and social data, and about one quarter with statistically matching Labour Force Survey (LFS) data, from which the Tax and Social Incomes Survey (ERFS) is produced. Nowcasting consists of producing an earlier indicator (in autumn N+1) of the poverty rate for the target year N based on the ERFS N-1. The method to be used here is microsimulation, which simulates individuals' standard of living by imputing benefits and contributions on scales, and allows to take account of any legal changes in the social and tax legislation. The exercise is based on the INES model, which simulates the majority of French social security and tax legislation, based on any year of the ERFS. To implement nowcasting, one important step is ageing population by uprating incomes (using surveys about wages, aggregated tax data, inflation...) and calibration weighting (using margins from LFS and census). Reverse ageing is also used so that evaluations for year N and N-1 (and thus annual evolutions) are only based on the ERFS N-1 (that is minimising the sample bias). In this paper, we present the methodology and assess the quality of the early indicators thus produced. Indeed, we compare the results that would have been produced by microsimulation with those that were in fact disseminated from the ERFS. When applied to the target years 2010 to 2015, this method produced estimations similar to the actual figures published the following year for the poverty rate and the main indicators of inequalities.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		General modernisation of the NSO's informatics and telecommunications resources and services.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Improved methodology on SMEs statistics according to Eurostat and OECD methodologies			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Increasing use of tablets for data collectionUsing direct access to administrative data such as File Transfer Protocols		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Integrated data collection and processing systems are used. Use of R allows to process data in a shorter time.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Moving from paper and Excel to SAS-Projects				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Online data collection and CAPI data collection method allow to shorten data capturing, coding validation and validation.			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		SURS is exploring and introducing new technologies (e.g. web questionnaires, standardized metadata driven solution for data processing, â€¦), improving methodologies and exploring potential of new data sources (e.g. big data).				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Se usan formularios en là­nea con controles de depuracià³n y consistencia.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Since July 2018, the Office for National Statistics has published "nowcast" rolling monthly and three-monthly estimates of GDP estimates: https://www.ons.gov.uk/releases/gdpmonthlyestimateukseptember2018ONS is also transforming its data processing and deployment platforms to streamline our ability to bring data into the organisation and store and process it as efficiently as possible. More details of improved methods and technologies are available here: https://www.ons.gov.uk/aboutus/whatwedo/programmesandprojectsAcross government, statisticians are making greater use of automation, including use of open source tools, to streamline the process of producing and disseminating statistical outputs.The Code of Practice for Statistics provisions for the release of experimental statistics based on new methods or datasets so that users can comment early on them.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Some of the technologies used are: (1) Using commercial RPA tools to web-scrape data from â€˜dynamic' websites (e.g. airfares websites) to be used in statistical compilation and analyses; (2) virtual assistant on our SingStat Website to provide first line of support to users.			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Stats NZ has used an orchestration tool to speed up processing of survey and administrative data processing. We have also used technology to improve the receipt of administrative data through automation.					1	1					25	1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Stats SA is in the process of implementing digital collection of data, thi sis being implemented in a phased in approach.	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Switch from Pen and Paper Interviewing to CAPI.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Tablets use.	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The ABS is currently implementing a wide reaching transformation agenda to enable the ABS to achieve its purpose and ensure that its systems, process and methods remain relevant and functional. The ABS's ambitious transformation agenda is arguably the most significant and comprehensive change in its history. The transformation is essential for the continued production of timely, relevant and quality statistical information required to inform decisions in a rapidly changing world. Beginning in 2014-15, the ABS transformation is underpinned by an investment of $257 (AUD) million to modernise infrastructure over five years through the Statistical Business Transformation Program (see recommendation 3 for more information). The Statistical Business Transformation Program is responsible for designing and developing the next generation of statistical business processes and supporting information infrastructure to provide a platform to reduce costs and burden on providers, bring together various datasets to develop new statistical products more rapidly, and make data available in a form which can be more easily used. The transformation program is focused on building capacity on six key areas: environment, strategy, governance, people, culture and infrastructure.					1	1					25	1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The INEC has automated the processing of information so that the tabulated variables and indicators that are published ar obtained easily and quickly.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The Integrated State Statistics Information System (ISSIS) has been created in the country, the main purpose of which is to create an integrated statistical information resource and software, technological and technical means with the aim of pursuing a uniform information policy in the field of state statistics. ISSIS allowed not only to automate the main processes of statistical production, but also to collect reports from respondents in electronic format. Currently, about 96% of all respondents use electronic format for submitting reports. An automated electronic document management system, as well as a corporate e-mail system; information protection system, computing and network infrastructure that ensures the functioning of the information system of state statistics bodies at all levels - from the district to the national level, have also been created within the framework of ISSIS				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The adoption of multimodal approaches for data collection in the recent Labour Force Survey 2018 was implemented such as the adoption of using Computer Assisted Personal Interviews (CAPI) which significantly reduced processing time			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The organization has taken a deliberate decision to move from PAPI to CAPI as a way of improving technology in undertaking its statistical processes.	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The publishing process is conducted and monitored electronically by software.			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		The use of CAPI	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Through the use of new information technologies in the data collection process	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		US agencies continually investigate new technologies for improving efficiencies and improving estimation techniques (via new methodologies).For example, when the Input-Output tables are released every five years, there is a comprehensive revision of the National Income and Product Accounts (including GDP). This is an opportunity to not only incorporate I-O and update the base year (for real GDP), but, also to implement major methodologies, particularly SNA concepts. Examples are capitalization of software, R&D and other intangibles.		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		USE HANDHELD DEVICES IN ALL DATA COLLECTION. USING CALL CENTER FOR FOLLOWUP AND IMPROVING QUALITY OF DATA. USING WEB-ENABLED FORM FOR SELF COUNTING.FOLLOW PROJECT MANAGEMENT METHODOLOGIES.DIRECT LINK WITH DATA PROVIDERS.			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Use available software to compile and analyse data. Especially Microsoft Office software.					1	1					25	1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Use of CATI (Computer Assisted Telephone Interview) and CAPI (Computer-assisted personal interviewing).		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Use of Computer Assisted Personal Interview (CAPI) for data collection	1					1	5.88235294117647					1.0752688172043
