QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	The implementation of UNFPOS will be improved as long as these principles are at the same line with European Statistics Code of Practice principles, with INSTAT intends to fully implement over the next 10 years.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	They will impact positively the oficial statistics, crucial tool for the country development.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	* Updated Legal Framework.* Having a NSS fully coordinated.* Integral Statistical Quality Framework fully implemented.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	Australian Statistics Advisory Council (ASAC) will identify opportunities and strategies to improve the coordination and effectiveness of Australia's statistical system, supporting initiatives such as: Stronger alignment with, and application of, the UN Fundamental Principles of Statistics by all levels of government in Australia. This should include further discussion and agreement between the Commonwealth and states and territories to maximise the development of administrative data for official statistical purposes through sharing and statistical data integration.Furthermore, any refresh or review of the UNFPOS principles provides an opportunity for the ABS to review itself whilst also considering how the broader NSS system within Australia operates. In addition, it gives us a chance to engage with key stakeholders and ascertain the needs and the quality of the data we produce.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	The implementation of the Strategy for the Development of State Statistics of the Republic of Belarus until 2022 will allow to: create an effective quality management system for statistical production that complies with the STB ISO 9001-2015 requirements, and ensure its effectiveness at all levels of the system of state statistical bodies; ensure the optimization of information flows and eliminate duplication in the work of the national statistical system; make the most of information technology and equipment that meet modern technical requirements for statistical production; optimize statistical tools and approaches to the use of administrative data to reduce the reporting burden on respondents; ensure continuous work to improve statistical literacy and user awareness; use international practices and modern means of communication in the development of multi-channel approaches to dissemination of official statistical information; build a system of statistical indicators that meets the needs of a wide range of users. Results of the Adapted Global Assessment of the National Statistical System which is scheduled for 2019 with the support of Eurostat will allow for identifing new directions for improving state statistical activities based on the United Nations Fundamental Principles of Official Statistics.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	Continued advances are expected. However, the extent to which such advances can be made is heavily dependent on the level of financial support the SIB receives from the government over the next 10 years.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	It will improve the functioning of the office in the production of quality and timely statistics. Technical capacity will be much improved.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	Will be achieved noticeable progress in implementing
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	As we implement the NSDS and more sectors enrolled into the process, it increase awareness as well as implementation across the NSS and thus making the NSS be more effective.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	The implementation of the UNFPOS will improve in the next 10 years with Confidentiality (principle 6) continue to be the best implemented principle. The implementation will strengthen the role of the Department of Statistics as the national statistical agency and improve the development of statistical capacity at national and international level.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	Stronger coordination across the NSS; Canada data strategy
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	Not certain, as there is a great challenge in terms of some members in the NSS having their own charters/legal frameworks. However, the awareness campaigns may help in that some NSS members have started to put up formal statistics units who are now aware of the UNFPOs.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	It will improve the quality of our statisical data and the robustness of our system.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	Taking into account the changes observed in the NSS through the implementation of UNFPOS by means of different mechanisms in the country, it is possible to consider that for the next 10 years, Colombia will increase the trust and credibility of the statistics produced not only by the NSO, but by the NSS members. We also believe that the UNFPA could provide a framework which allows us to have more and better statistics in Colombia.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	Improving access to data, documentation and quality.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	Nous sommes optimiste car malgré les défis qui nous attendent, des avancées ont été réalisées.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	not much, as the UNFPOS is mainly implemented, but there is still much to do in the implementation of the ESSCOP and ESSQAF.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	Administrative, privately held data â€“ influence on timeliness, coherence, comparability
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	The implementation of UNFPOS in our country guarantees that the information produced is of quality, in addition to providing a greater scope to the users of the information, sensitizing both internal and external users the importance of having quality statistical information, for decision making at public police level based on evidence.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	In the framework of implementation of national statistical strategy, NSO will be fully committed to the principles and its' implementation.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	The implementation of a good NSS will help to produce high quality official statistics. This information will help to ensure good governance.The government will have data to observe the results of its investment projects. More statistical information of Equatorial Guinea will be available.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	213	150	Europe	155	Western Europe			France	250	FRA				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	The implementation of the FP will improve the quality of our data, further strengthen the compliance with international statistical standards.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	The European Code of Practice which was commonly developed between Eurostat and the National Statistical Institutes of the EU Member States is based on the UN Fundamental Prinicples. Further development of the Fundamental Principles and their implementation will be taken into consideration by improving the Code of Practice. In this context a close co-operation of international organisations (e.g. interagency working group) is essential in order to develop common standards.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	Through the certification by ELSTAT of statistics produced by the ELSS agencies.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	Avec les réformes en cours, l'UNFPOS qualifiera à  l'avenir le système statistique national.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	Role and reputation of official statistics will further improve.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	Through training and capacity development of producers and awareness of users and to include the principles in the annual plans and follow-up their application
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	In the current 24 hour news cycle the demand for information is constant and the quality of the data is a secondary consideration to the demand for headlines. We need to be cognizant of what can be achieved in our unique role as statisticians, as outlined in the UNFPOS, and communicated this to users and respondents. Not all data is created equally and the quality of our product and the principles that underpin that production should not eroded to meet perceived user demand. Of course we will continuously modernise and innovate to improve our products and speed of delivery but this cannot come at the cost of fundamental principles such as the confidentiality of our respondents and the independence of National Statistical Institutes.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	By developing the new Statistics Act we hope that the government agencies envolved in NSS can understand and implement it fully and it will smooth the process of data transmission from government agencies. Moreover, by using the UNFPOS we can move to modenize the NSS and implement register- based census instead of traditional ones.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	156	142	Asia	145	Western Asia			Israel	376	ISR				Developed	Will infiltrate in an orderly and harmonized fashion throughout the NSS
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	202	150	Europe	39	Southern Europe			Italy	380	ITA				Developed	There will be more cooperation
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	76	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Jamaica	388	JAM			1	Developing	With the formation of the NSS and the SDG programme, should assist in having widespread implementation of the UNFPOS
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	157	142	Asia	145	Western Asia			Jordan	400	JOR				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	133	142	Asia	35	South-eastern Asia			Lao People's Democratic Republic	418	LAO	1	1		Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	189	150	Europe	154	Northern Europe			Latvia	428	LVA				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	215	150	Europe	155	Western Europe			Liechtenstein	438	LIE				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	190	150	Europe	154	Northern Europe			Lithuania	440	LTU				Developed	Currently, Lithuanian Statistical System fully complies with the UNFPOS and we will continue our efforts to maintain the achieved level of compliance.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	216	150	Europe	155	Western Europe			Luxembourg	442	LUX				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	210	150	Europe	39	Southern Europe			The former Yugoslav Republic of Macedonia	807	MKD		1		Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	134	142	Asia	35	South-eastern Asia			Malaysia	458	MYS				Developing	New statistics Act to be tabled in the near future that outline the critical role of coordination by DOSM. Thus, we will contribute to the enhancement of the implementation of UNFPOS in Malaysia.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	18	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mauritius	480	MUS			1	Developing	It will be enhanced and will improve the statistical system in place to better service development of the country.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	94	19	Americas	419	Latin America and the Caribbean	13	Central America	Mexico	484	MEX				Developing	Technology is changing the way we consume information and how data is produced and stored. This will bring new risks and challenges related to legislation, confidentiality and information misuse. In this sense, the implementation of UNFPOS will need to consider susch risks and renew its orientation towards a more inclusive and dynamic approach. In Mexico, this calls for a deeper discussion on legislative initiatives, institutional capacities, and more coordination between domestic and international players.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	128	142	Asia	30	Eastern Asia			Mongolia	496	MNG		1		Developing	Quality of statistics will be improved Use of statistics will increase
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	20	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mozambique	508	MOZ	1			Developing	As we motioned before the NSO is involved in the process of adoption of methodology to evaluate the quality of process and statistical products.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	Since the new Statistics Law is already exit and NQAF would be in place very soon, the performance and quality of NSS would be generated .
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	I foresee a 100% implementation because the past 5 years have seen the NSA evolving to become more and more relevant in the socio-economic planning arena.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	New Zealand is reviewing the Statistics Act 1975 which will shape our work as an NSO over the next ten years or so. Even though our current legislation predates the UNFPOS, there is a high degree of consistency. We expect that the UNFPOS will pay a role in shaping our new Data and Statistics legislation.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	The new statstics act will also be based on the principles in FPOS and the coordination aspect will be stronger.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	it will enhance the statistical productions and activities.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	Spreading the culture of quality of figures in the Palestinian research Implementation of the standard methods at the Palestinian institutions
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	Conforme se desarrollen los ODS que abordan los desafà­os mà¡s importantes en materia econà³mica, social, medioambiental y de gobierno, en nuestro paà­s se irà¡ robusteciendo la implementacià³n de UNFPOS.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	Not much change is foreseen as a level of implementation is assessed as high. As the EU member country we tend to focus our activities on the European quality standard that is: European Statistics Code of Practice - which reflects UNFPOS, but provides form more detailed quality framewok. The implementation of the CoP is monitored by a regular peer reviews \reports, recommendations and improvement actions. Those are publicly available.With time, all procedures following each principle will be improved and developed on the base of gained experiences and shared-knowledge. All processes (including updating ones) will run smoothly without bigger interferences.It is planned to increase the use of administrative data and recognizing the possibility for implementing the Big Data as a data source for official statistic.NSO is constantly working on increasing the quality of data, we are improving methods of data presentation so the implementation of rules is supposed to constantly increase.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	We think yes, with the establishment of integrated administrative registers system.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	- once the other producers of official statistics will be identified, UNFPOS will be implemented widely among other producers of official statistics;- coordination of various activities at the NSS level will lead to better data integration for statistical
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	1. A lot of line ministries will eventually uphold the UNFPOs
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	Establishes transparency, accountability and awareness
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	The presence of UNFPOS will remain approximately the same, but the implementation will increase (indirect effect of the development/implementation of the European Code of Practice).
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	Once our amended legilsation is in force, the entire NSS will produce statistics according to the UNFPOS.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	Very helpful
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	Hopefully FPOS can be fully integrated into Statistical Law/ Legal Framework over the next 10 years
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	Government agencies are driven by a shared goal to develop official statistics to guide and support national development.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	give more importance for statistics and more credibility
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	The better implementation of the UNFPOS will really contribute the prestige of both NSO and NSS. Furthermore, their implementation will further strengthen them legally.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	Informed policy and decision making due to availability of data; informed public on the value of statistics,
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	We will regularly conduct self assessment on the implementation on the UNFPOS to insure better implementation
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	If implemented with good publicity the UNFPOS can help promote trust in official statistics. Also through having the UNFPOS as the foundation of many national systems can help the guardians of those systems when they are challenged by politicians, businesses and other influencers.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	I do not expect any radical UNFPOS implementation changes in the near future; very hard to predict for the next decade.
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	
