QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented			
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	0	49	53
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	1	44	47
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	If so required for statistical purposes by an international legal act with direct national effect or by federal law or unless the data subject has expressly and unequivocally agreed to such transmission.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	In compliance with the legislation, without the written consent of the respondent, primary statistical data may be provided in relation to subordinated (affiliated) state organizations, as well as organizations whose shares (shares in the statutory capital) are state-owned and transferred to them for management.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	In general not, but some data exchange on identifiable level to other Nordic NSOs given that the countries legal provisions are as strong as in Norway		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	Individual data must not be made public, only with the exceptions provided by the Act No CLV of 2016 on official statistics, Art. 20 39(3)		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	Statistics Canada may disclose individual information with permission from the authority responsible for original collection of the information from individuals and businesses. In addition to consent, the Chief Statistician must also have authorized the disclosure.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	These answers are all related to enterprises but do not refer to individuals/individual households. The relations with supra national organisations (Eurostat) only based on European legal act.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	We never provide information to third parties.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	When exchanging data for statistical purposes with other national statistical authorities of the Member States in the EU under multilateral agreement where this is necessary for development and production of European statistical information; When exchanging data with the Bulgarian National Bank in developing, producing and disseminating official national or European statistical information or the statistical information of the European Central Bank		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R01	When the individual /enterprise consented	specific rules are provided for in European Union Law		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request			
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	0	78	84
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	1	15	16
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	If so required for statistical purposes by an international legal act with direct national effect or by federal law or unless the data subject has expressly and unequivocally agreed to such transmission.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	In compliance with the legislation, without the written consent of the respondent, primary statistical data may be provided in relation to subordinated (affiliated) state organizations, as well as organizations whose shares (shares in the statutory capital) are state-owned and transferred to them for management.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	In general not, but some data exchange on identifiable level to other Nordic NSOs given that the countries legal provisions are as strong as in Norway		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	Individual data must not be made public, only with the exceptions provided by the Act No CLV of 2016 on official statistics, Art. 20 39(3)		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	Statistics Canada may disclose individual information with permission from the authority responsible for original collection of the information from individuals and businesses. In addition to consent, the Chief Statistician must also have authorized the disclosure.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	These answers are all related to enterprises but do not refer to individuals/individual households. The relations with supra national organisations (Eurostat) only based on European legal act.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	We never provide information to third parties.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	When exchanging data for statistical purposes with other national statistical authorities of the Member States in the EU under multilateral agreement where this is necessary for development and production of European statistical information; When exchanging data with the Bulgarian National Bank in developing, producing and disseminating official national or European statistical information or the statistical information of the European Central Bank		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R02	When a court of law issues a request	specific rules are provided for in European Union Law		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution			
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	0	90	97
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	1	3	3
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	If so required for statistical purposes by an international legal act with direct national effect or by federal law or unless the data subject has expressly and unequivocally agreed to such transmission.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	In compliance with the legislation, without the written consent of the respondent, primary statistical data may be provided in relation to subordinated (affiliated) state organizations, as well as organizations whose shares (shares in the statutory capital) are state-owned and transferred to them for management.		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	In general not, but some data exchange on identifiable level to other Nordic NSOs given that the countries legal provisions are as strong as in Norway		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	Individual data must not be made public, only with the exceptions provided by the Act No CLV of 2016 on official statistics, Art. 20 39(3)		
Q06.4	Circumnstances under which identifiable individual data can be disclosed to third parties	R03	When requested by a federal institution	Statistics Canada may disclose individual information with permission from the authority responsible for original collection of the information from individuals and businesses. In addition to consent, the Chief Statistician must also have authorized the disclosure.		
