QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R01	NSO Website	1	91	97.85
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R01	NSO Website	0	2	2.15
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R02	Other official NSS website(s)	1	54	58.06
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R02	Other official NSS website(s)	0	39	41.94
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R03	Data portal	0	35	37.63
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R03	Data portal	1	58	62.37
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R04	CD/DVD	0	52	55.91
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R04	CD/DVD	1	41	44.09
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R05	Printed material	1	81	87.1
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R05	Printed material	0	12	12.9
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R06	None of the above	0	93	100
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R07	Other	0	69	74.19
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R07	Other	1	24	25.81
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)		69	74.19
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Dedicated dissemination staff for responding to requests; press conferences and media appearances; social media	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Research Data Centres, Public Use Microdata Files	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Social networks	2	2.15
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Open data registered at the National Catalogue of Open Data	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Safe Centre (research room)	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Published on the website	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Mobile App developed by  the SCI for statistical data  dissemination.	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	press releases	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Social media, such as Twitter, Facebook and the WordPress blog, mobile application.	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Social Media such as Facebook, twitter, press releases, whasapp group and so on.	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	social media, networks, mass media	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Via media releases	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	SIGNAGE SYSTEM, SOCIAL MEDIA	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Notas de Prensa	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	press conferences, news briefings, dissemination forum	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	social media, user support solutions; Local Data Bank, National Official Business Register (REGON) and National Official Register of the Territorial Division of the Country (TERYT) are equipped with API. Statistics' Poland objective is to provide API to all statistical databases as well as to disseminate all data sets published on our website in open formats	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Press conferences, seminars, national conferences	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	L'ANSD dispose d'une bibliothèque ouvert au public.	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Electronic services and mobile services	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Social media (Facebook, Twitter), RSS, access in SURS's secure room	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Press Conferences	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	UBOSAPP	1	1.08
Q03.1	Dissemination channels through which the NSS/NSO makes its data available to the public?	R08	Other (detail)	Social media platforms including Twitter	1	1.08
