QuestionID	QuestionText	BlockID	BlockText	Answer	RegionName	N	Percentage
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01			Europe	34	37
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01			Africa	15	16
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01		During the political intervention of the NSO (2007-2015), the independence of the Office was questioned.	Americas	1	1
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01			Oceania	4	4
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01			Americas	12	13
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01			Asia	22	24
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01		Such as professional qualification,work style,self-discipline.	Asia	1	1
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01		Selection procedures.	Asia	1	1
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01		----	Europe	1	1
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01		Experience in applied statistical work	Africa	1	1
Q02.3a	What was questioned in inquiries (e.g. by the media, the academia, advocacy groups) on procedure for selecting a head of the NSO in the past five years	R01		the independance	Africa	1	1
