QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q03.3b	Information included in explanatory texts that accompany published data	R01	Concepts and definitions	1	73	78
Q03.3b	Information included in explanatory texts that accompany published data	R01	Concepts and definitions	0	20	22
Q03.3b	Information included in explanatory texts that accompany published data	R02	Methodology	1	74	80
Q03.3b	Information included in explanatory texts that accompany published data	R02	Methodology	0	19	20
Q03.3b	Information included in explanatory texts that accompany published data	R03	Classifications and standards	1	73	78
Q03.3b	Information included in explanatory texts that accompany published data	R03	Classifications and standards	0	20	22
Q03.3b	Information included in explanatory texts that accompany published data	R04	Data collection procedures	1	71	76
Q03.3b	Information included in explanatory texts that accompany published data	R04	Data collection procedures	0	22	24
Q03.3b	Information included in explanatory texts that accompany published data	R05	Quality assessments	1	49	53
Q03.3b	Information included in explanatory texts that accompany published data	R05	Quality assessments	0	44	47
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other		83	89
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	Statistics Canada uses a variety of methods to ensure our users are well informed about quality.  Each statistical program must initially complete and keep up-to-date an accompanying metadata page prior to the release of data. Included on this page are all the options noted above.	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	everything requested within ESS standard metadata structures: ESMS and ESQRS	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	variable dictionary, forms	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	Applied international codes such as COICOP and survey questionnaire	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	All information defined by the ESS Single Integrated Metadata Structure (SIMS) are published to the users.	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	surveys Questionnaires	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	Table title, frequency, start period, end period, footnote, unit, data source, URL, formats for download, condition of use.	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	ESMS (SDMX) structure	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	data sources, accounting conventions	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R06	Other	Points of Contacts for the media and other datausers are usually provided	1	1
Q03.3b	Information included in explanatory texts that accompany published data	R07	None Of The Above	0	93	100
