QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes			
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	53	57
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	1	40	43
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	By negotiation		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	Data are provided under the Open Government LIcense: https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	N/A  The conditions in which (post-release) derivative work using micro data is available may happen vary amongst agencies.		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	No		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	Not applicable		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	Not distributed		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	Open license applies		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	When the reuse involves any modification to the data or text, including the translation of text, this is stated clearly to the end user of the information, as well as that ELSTAT bears no responsibility for the result of the modification.		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	for statistical purposes only; indicating that the responsibility for analysis and processing is not to be attributed to Istat		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	free of charge		
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes			
