QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	The NSO budget is mainly done by Governament, sometimes NSO mobilize resources from partners such as World Bank.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	Not needed so far.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	No statistical law
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	ALL Donor funding is coordinated by the Ministry of Finance and Economic Development including other activities other than statistics. As for Statistics development we dont have a coordinated framework, however in implementing the Botswana NSDS , through that process we are able to see which sector is receiving funding for statistics. It is work in progress.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	Eligibility criteria
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	Cayman Islands as an Associate Member of CARICOM (being an Overseas British Territory) is not qualified to receive financial assistance from DFID and other organizations providing support to CARICOM Members.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	une étude relative á  la mise en place d'un mécanisme institutionnel et organisationnel du fond de développement de la statistique a été réalisée ne 2017. cependant ce fond n'est pas encore en place.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	According to current Statistical Act CBS can't receive any support from donnors (only from EC in Grants, etc.) as we can only use national budget resources devoted for statistical production.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	No regular or mechanism in place but it is a need based request.
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	
