QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No cases of confidentiality violated	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		We have an exemple in which a senior technician of the NSO supplied information to another entity without authorization and the penalty was the dismissal.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Many times during the political intervention of the NSO (2007-2015). In fact, there is a lawsuit related to this issue, currently pending of its final resolution within the country's Justice.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01			1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There no such cases	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No	2	2
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		the confidentiality policy was not violated in the past 5 years	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There have been no breaches of confidentiality.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Confidentiality rules have not been violated in the last five years and sanctions have not been applied	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		none	3	3
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Not Applicable	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		In the past five years the confidentiality policy was not violated	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Not applicable	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		NA	4	4
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No violation was committed.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		We have fornulate the Statistcal Date Confident regulation.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		We do not have cases in which the confidentiality policy was violated in the past five years.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		DURING THE PAST FIVE YEARS THE CONFIDENTIALITY POLICY WAS NOT VIOLATED	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No cases of this type have been reported.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		pas de cas enregistrés au cours des cinq dernières années	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There were no violations and sanctions accordingly.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Statistics Denmark was ordered by a law to disclose statistical data on educational attainment for administrative and control purposes in 2017 â€“ in conflict with FPOS. Statistics Denmark consider it as a serious breach if researchers send home data containing deidentified microdata from Statistics Denmark's research computers. Since 2014 there has been close to 90 breaches, where researchers have sent home microdata. The normal sanction for a breach is one month exclusion from access to microdata for the research environment, that has committed the breach. If the research environment reports a breach to Statistics Denmark, then it is considered a mitigating circumstance, and the exclusion will be shorter than one month. Of the 90 breaches 45 percent have been self-reported. Statistics Denmark's confidentiality policy regarding researcher's access to microdata is more restrictive than required by the European General Data Protection Regulation (GDPR). E.g. confidentiality breach under the research arrangement is normally not considered a breach on GDPR.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		In the last five yeas, there have been no reported cases of breach of confidentiality.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No cases found.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Fortunately we did not have this problem.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Violations have not taken place.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Publication of identifiable data by mistake by one researcher, sanctioned by a ban to use the data	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No violation of confidentiality in the last five years	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No violations were observed.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		No Violation of the confidentiality policy in the past 5 years	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There has been no violation of statistical confidentiality.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		L politique de confidentialité n'a jamais été violée à  ce jour.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		there is no violation of the law to date	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There was no major violation.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		Staff breach. Direct IDs hacked with additional information. Staff member dismissed and cased handed over to the police authorities.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There is no	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		N/A	3	3
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		There was no case of violation.	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		--	2	2
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		no breach	1	1
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	R01		It did not happen	1	1
