QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	Not sure.
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	BECAUSE THOSE KIND OF INFORMATIONS ARE NOT AVAILABLE TO ANYONE.
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	I do not know if they have receive training about this topics.
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	213	150	Europe	155	Western Europe			France	250	FRA				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	Faiblesse des ressources financières
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	
Q02.10b	Reasons why other agencies of NSS have not received training concerning open data, data privacy or access to information policies and principles	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	
