QuestionID	QuestionText	BlockID	BlockText	Answer	Africa.N	Americas.N	Asia.N	Europe.N	Oceania.N	TOTAL.N	Africa.P	Americas.P	Asia.P	Europe.P	Oceania.P	TOTAL.P
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		- international training/study visits;- general national training at the Academy of Public Administration;				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		1) Attending international meetings, workshops, conference and forum organised by the IMF, ADB, etc. 2) Participate in online courses. 3) Study leave			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		1. By providing and facilitating customised training on specific areas. 2. One hour early release for staffs to attend university course.3. 21 days leave as from second year for revision purposes.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		A travers les ateliers de renforcement des capacités nationales et internationales. Les candidats sont envoyés dans les écoles sous-régionales de formation en démographie et en statistique.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		All staff members undergo training in state management and government service at educational institutions of system for training, specializiation and upgraiding cvalification of the government employees. As for special (statistical) issues, the SSSU Headquarters staff members upgrade the qualification mostly at foreign statistical/economical educational institutions (courses) and at the seminars dealing with statistics issues and funded through international technical assistance. The staff members from the SSSU regional offices are trained according to professional programs at the National Academy for Statistics Accounting and Audit (subordinated to the SSSU) and at the seminars organized by the SSSU sectoral departments (using own forces or with the help of international experts under international technical assistance projects).				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Annual training plans are elaborated. Individual training plans are to be composed in the beginning of every year and by the integration of all individual plans the HCSO institutional plan is composed. The HCSO's institutional training plan includes: professional training of staff (internally compiled and organised courses, speakers are own experts) management trainings (provided by National University of Public Service) obligatory training of public administration (basic and specialised exams of public administration)				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		BY PARTICIPATING IN THE NATIONAL AND INTERNATIONAL WORKSHOPS , MEETINGS , CONFERENCES, ETC RELATED TO STATISTICS.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		BY TRAINING ON WORKSHOPS, SEMINARS				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Belstat's personnel regularly attend thematic seminars at the national and international levels, undertake training and skills upgrade courses in national higher education institutions according to the annually developed plan for skills upgrade of managerial staff and specialists. Professional staff training within the central office and individual units as well as seminars with managerial staff and specialists of subordinated organizations are carried out in Belstat on a monthly basis.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		By attending seminars, sensing staff for professional qualifications (depending on availability of resources)	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		By designing and implementing a Career Development Plan.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		By hold training about open data every year.			1			1			4.16666666666667			1.0752688172043
