QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01			15	16
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		According to the type of survey	25	27
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		According to whether it belongs to the core set of statistical enquiries	4	4
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		Ad-hoc	4	4
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		All surveys are mandatory	34	37
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		By persuasion, re-contacts.	1	1
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		If the data quality of a voluntary survey is probably insufficient, it will be classified as mandatory for being abke to collect high quality data	1	1
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		None of the above	4	4
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		Sanctions apply only for surveys that are mandatory. Specific criteria for mandatory surveys is set out in policy, and include factors such as where the survey results meet specific requirements of other federal and provincial statutes and regulations, or the results may affect domestic and international financial and commodity markets.	1	1
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		The households, individuals and in some cases farms are not obliged to participate in the statistical surveys. All business surveys are mandatory.	1	1
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		The surveys conducted under Statistics Act	1	1
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		When conducting the surveys, according to the programme of statistical work, the respondents shall be obliged: a) to provide producers of official statistics, free of charge, with reliable and complete data in the manner established by the producer of official statistics concerned; b) to ensure free access for the representatives of producers of official statistics to the supporting documents and, where necessary, to the office and production premises and to the land, according to the legal provisions	1	1
Q07.2b	How the enforceability "sanctions for not responding to mandatory statistical enquiries” is decided for specific surveys	R01		the list of surveys with mandatory response as well as the list of surveys where non-response is sanctioned are approved, according to the national statistical law, with a Decree by the President of the Italian Republic which is the same decree that approves the National Statistical Programme	1	1
