QuestionID	QuestionText	BlockID	BlockText	Answer	Africa.N	Americas.N	Asia.N	Europe.N	Oceania.N	TOTAL.N	Africa.P	Americas.P	Asia.P	Europe.P	Oceania.P	TOTAL.P
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		* Not Updated Legal Framework (there is a current working process aimed to reverse this situation).* Improvement of the NSS Coordination.		1				1		7.69230769230769				1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		- identification and determination of other producers of official statistics - accordingly - the implementation of UNFPOS in the NSS;- no action plan on the implementation of UNFPOS in the NSS				1		1				2.85714285714286		1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		1. Enforce the legal frame on statistical field;2. Enforce the capacity building of official statistics producers;3. Improve the confidence on official statistics to the users;4. Increase the professional capacity of statisticians.				1		1				2.85714285714286		1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		1. Lack of capacity to sustain and promote the UNFPOS2. Lack of resources, time, etc3. Lack of training for line ministries and users					1	1					25	1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		A main challenge is the coordination of statistical activities of the ELSS agencies.				1		1				2.85714285714286		1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Absence of Statistics functions in some institutions; increased demand for micro data, technical capacity in development of Tire III indicators and reprocessing of Tier II, Timeliness in conduct of Censuses- population, agriculture, businesses; and funding to statistical production	1					1	5.88235294117647					1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Attitudes of staff			1			1			4.16666666666667			1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Better implementation of the UNFPOS throughout the NSS			1			1			4.16666666666667			1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Coordination in the NSS.Insufficient level of statistical capacity.			1			1			4.16666666666667			1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Difficulties in coordination with statistical stakeholders.Unifying statistical standards. Lack of statistical awareness.Difficulty in access to data sources. Financial and technical support.	1					1	5.88235294117647					1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Disseminate the content in other institutions of the SEN.		1				1		7.69230769230769				1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Funding challenges to implement some of the requirements of the UNFPOS	1					1	5.88235294117647					1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Funding problems and technical cooperation	1					1	5.88235294117647					1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		In spite of efforts towards promoting UNFPOS, the lack of statistical literacy and consciousness slightly undermine these.			1			1			4.16666666666667			1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		In the coming years, Mexico needs to bolster statistical culture among public institutions and scientific standards for its development.		1				1		7.69230769230769				1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Increase mentioning of the UNFPOS in events;Display the UNFPOS in some publications.	1					1	5.88235294117647					1.0752688172043
Q11.2	Main challenges being faced in the implementation of the UNFPOS	R01		Insufficiently organized statistical system in the country and the reason is a high degree of decentralization				1		1				2.85714285714286		1.0752688172043
