QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.6b	Additional details on pre-release	R01			58	62
Q01.6b	Additional details on pre-release	R01		Some Ministries receive statistics up to 24 hs in advance in connection with their respective official release date. All these procedures are being carried out in accordance with the SDDS standards and knowledge.	1	1
Q01.6b	Additional details on pre-release	R01		Please refer to ABS: Policy on Pre-Release Access to ABS Statistics and Publications.	1	1
Q01.6b	Additional details on pre-release	R01		Pre-releases provided to key parties (Prime Minister's Office, Minister responsible for Statistics, NSO Board of Directors), no earlier than 24 hours prior to release and no later than 2 hours prior to release. This is provided so that these parties may be prepared for queries from the media and the public regarding statistics being published.	1	1
Q01.6b	Additional details on pre-release	R01		The list of recipients is annually approved by the NSI President.	1	1
Q01.6b	Additional details on pre-release	R01		Access to pre-release information is permitted in specific circumstances according to strict rules outlined in our Agency's Official Release Policy.	1	1
Q01.6b	Additional details on pre-release	R01		The reports are submitted to the Ministry of Finance and Economic Development which forwards it to the Cabinet through the Minister for notation prior to release, in accordance with Section 8 of the Statistics Law	1	1
Q01.6b	Additional details on pre-release	R01		We publish a pre-release form before we release the data officialy.	1	1
Q01.6b	Additional details on pre-release	R01		The statistical results delivery policy of the INEC establishes that the results are delivered to government authorities corresponding to the subject (specifically to the minister) 24 hours before its release.	1	1
Q01.6b	Additional details on pre-release	R01		Up to 2016 news agencies had access to some statistics 20 minutes prior to their public release under embargo. In 2016 this practice ended.	1	1
Q01.6b	Additional details on pre-release	R01		Impartiality, objectivity and transparency of the production and dissemination of official statistics are guaranteed by the compliance of the NSO with the principles 6, 8 and 15 of the European statistics code of practice. In particular, pre-release rules are harmonized for the most important statistics of the NSS and are gradually posted on the Internet; timetables of structuring statistics are published on the web.	1	1
Q01.6b	Additional details on pre-release	R01		The Federal Statistical Office complies with the provisions of the European Code of Practice and gives pre-release information only to specific users and to a limited extent, which is documented on the webside.https://www.destatis.de/EN/PressServices/Press/pr/PreRelease.htmlGenerally, embargoed press releases are made available to the relevant agencies not earlier than the day before release.	1	1
Q01.6b	Additional details on pre-release	R01		Certaines statistiques prennent du temps avant d'àªtre publiées. C'est le cas par exemple des rapports thématiques du recensement de la population et de l'habitation.	1	1
Q01.6b	Additional details on pre-release	R01		Only a delivery is made to the secretaries of state who need timely information and presidency of the republic, then a formal launch is made	1	1
Q01.6b	Additional details on pre-release	R01		Due to the role of some key user groups in the economic and political life, there is a greater interest that they access the information earlier. The pre-release access covers a very narrow scope, is controlled and connected to a target, therefore, the possibility of misusing the information received so is minimized. This is ensured by internal technical and other rules depending on the type of the preliminary access. At 8.30 a. m., prior to the publication at 9 a. m., journalists visiting the press room can read the first releases about the most important indicators, but are allowed to transmit data only at 9 a. m. sharp, after the release by HCSO. All media must adopt the terms of using the pressroom in a written statement which includes the legal consequences applicable in case of the infringement of these conditions. First releases not belonging to the above scope are sent electronically at 8.30 a. m. on the day of publication to news agencies and editorial staffs which requested them, based on a prior agreement. Certain first releases are sent to the members of the government and the president of the Central Bank of Hungary at 5 p. m. on the day prior to the publication, after closing the continuous phase of trading in the Budapest Stock Exchange. All who are concerned receive first releases in the topic the knowledge of which is essential in their work. The responsible use of our data is ensured by strict rules. Data files transmitted to international organizations may also be under embargo at the time of data transmission. During the data transfer to Eurostat, a secure channel excludes the access of unauthorized people to the data.	1	1
Q01.6b	Additional details on pre-release	R01		A press briefing is provided for major release, 30 min before publication. Information is strictly embargoed until the publication time. A record of attendees is kept and may be published. Pre release access for officials is done by means of a application process. All officials with pre release access are published on our website. Pre release access for officials is in general restricted to 1 hour before publication and only those officials approved can access the data.	1	1
Q01.6b	Additional details on pre-release	R01		Some top level government officials or departments.	1	1
Q01.6b	Additional details on pre-release	R01		According to the IMF regulations	1	1
Q01.6b	Additional details on pre-release	R01		Prelease access is available in metadata on website.It is provided no more than 24 hours	1	1
Q01.6b	Additional details on pre-release	R01		https://www.csb.gov.lv/en/about-us/overview/policy-on-pre-release-access	1	1
Q01.6b	Additional details on pre-release	R01		Five out of around 40 print publications are given in printed form to only one Minister each 24 hours before publication.The pre-release is stated in the foreword of the publication.	1	1
Q01.6b	Additional details on pre-release	R01		With regard to the Rules for the Preparation and Dissemination of Statistical Information, Statistics Lithuania provides an opportunity for the Prime Minister and the Ministers of Finance, Economy, and Social Security and Labour of the Republic of Lithuania to receive news releases on, half an hour prior to the official release of this statistical information. The persons listed above are obligated not to disseminate statistical information received prior to its official release.	1	1
Q01.6b	Additional details on pre-release	R01		Please see: https://statistiques.public.lu/en/actors/statec/policies/prerelease/index.html	1	1
Q01.6b	Additional details on pre-release	R01		Prior to the relese, DOSM will present the statistics to the Inter-Agency Planning Group (IAPG) consist of members from specific government agencies.	1	1
Q01.6b	Additional details on pre-release	R01		The Minister responsible for Statistics and the Financial Secretary are given the main findings of the statistical releases for information 1 working day before official release.	1	1
Q01.6b	Additional details on pre-release	R01		INEGI made available the economical information twelve hours before its release to the Office of the President of Mexico, the Central Bank and the Ministers of Finance, Economy and Labour.	1	1
Q01.6b	Additional details on pre-release	R01		NSO and NSS are complaining with Code of Good Practices, African Chart of Statistics and UN principles, specially the principle defending the equal access of statistics for all users that is why we advice all members of NSS to publish all statistical products acording the calendar of publication ensuring the punctuality and equal access for all users.	1	1
Q01.6b	Additional details on pre-release	R01		Nil	1	1
Q01.6b	Additional details on pre-release	R01		Our release practices policy guides how Stats NZ gives access to its data, statistics, and information. Most of Stats NZ's information releases are made public to all New Zealanders at the same time, generally 10.45am. The release calendar shows when releases will be available. Generally, there is no prior access for any stakeholders, including government ministers. However, some â€˜market-sensitive' or â€˜topical releases' may be available for advance briefing under embargoed conditions. Such access is at the discretion of the Government Statistician. It is provided to ensure stakeholders and commentators are well informed and to promote the value of the data and its story.https://www.stats.govt.nz/about-us/legislation-policies-and-guidelines/information-releases-embargoes-and-sanctions/	1	1
Q01.6b	Additional details on pre-release	R01		This are technical working groups and agencies who provide source data	1	1
Q01.6b	Additional details on pre-release	R01		The Secretary of Socioeconomic Planning (National Economic and Development Authority), as Chair of the PSA Board and/or as presiding officer in press conferences on the release of some critical statistics, such as the CPI, LFS results, national accounts, etc., is provided advance copies of press releases for review (usually, one day in advance) before they are disseminated to the public.	1	1
