QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	0	53	56.99
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R01	For non-commercial purposes	1	40	43.01
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	0	77	82.8
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R02	For commercial purposes	1	16	17.2
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	0	83	89.25
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R03	For a fee	1	10	10.75
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	0	36	38.71
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R04	Under condition of attribution of the source	1	57	61.29
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	0	82	88.17
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R05	Other	1	11	11.83
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)		82	88.17
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	free of charge	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	Not distributed	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	Not applicable	2	2.15
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	Open license applies	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	When the reuse involves any modification to the data or text, including the translation of text, this is stated clearly to the end user of the information, as well as that ELSTAT bears no responsibility for the result of the modification.	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	for statistical purposes only; indicating that the responsibility for analysis and processing is not to be attributed to Istat	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	No	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	By negotiation	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	Data are provided under the Open Government LIcense: https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/	1	1.08
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	R06	Other (detail)	N/A  The conditions in which (post-release) derivative work using micro data is available may happen vary amongst agencies.	1	1.08
