QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q03.2	How users are informed of the quality of published data	R01	As part of metadata provided with the data	1	76	82
Q03.2	How users are informed of the quality of published data	R01	As part of metadata provided with the data	0	17	18
Q03.2	How users are informed of the quality of published data	R02	Via methodological notes	1	80	86
Q03.2	How users are informed of the quality of published data	R02	Via methodological notes	0	13	14
Q03.2	How users are informed of the quality of published data	R03	Via quality reports	1	51	55
Q03.2	How users are informed of the quality of published data	R03	Via quality reports	0	42	45
Q03.2	How users are informed of the quality of published data	R04	In meetings to address data quality  	0	42	45
Q03.2	How users are informed of the quality of published data	R04	In meetings to address data quality  	1	51	55
Q03.2	How users are informed of the quality of published data	R05	None of the above	0	90	97
Q03.2	How users are informed of the quality of published data	R05	None of the above	1	3	3
Q03.2	How users are informed of the quality of published data	R06	Other		87	94
Q03.2	How users are informed of the quality of published data	R06	Other	All ABS Publications have a data quality declaration based on the ABS Data Quality Framework	1	1
Q03.2	How users are informed of the quality of published data	R06	Other	Statistics Canada uses a variety of methods to ensure our users are well informed about quality.	1	1
Q03.2	How users are informed of the quality of published data	R06	Other	CBS' Database of Quality Information (metadata repository)	1	1
Q03.2	How users are informed of the quality of published data	R06	Other	No information  on quality of published data is provided to the users , but  in the  weighing method  non-  response  rate  is implicitly  mentioned.	1	1
Q03.2	How users are informed of the quality of published data	R06	Other	via metadata descriptions.	1	1
Q03.2	How users are informed of the quality of published data	R06	Other	websites generally include extensive methodology documents; including documents on key assumptions for missing data.  For example, for "advance" GDP, many key assumptions are made for the missing key source data for the third month of the quarter.	1	1
