QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	Each member of the NSS has its own web site.
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	A single official statistics portal has not been created.At the same time, Belstat's official website provides links to official statistical information published on the websites of authorized producers of official statistics.
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	An NSS portal is presently being developed for the NSO, which will serve as both a repository of statistics from various NSS agencies as well as a dissemination tool for NSS indicators. This should be ready for piloting in the first quarter of 2019.
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q08.5b	Reasons/challenges explaining lack of data portal where different members of the NSS publish official statistical data	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	Planned activity but not yet realized
