QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	No cases of confidentiality violated
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	We have an exemple in which a senior technician of the NSO supplied information to another entity without authorization and the penalty was the dismissal.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	Many times during the political intervention of the NSO (2007-2015). In fact, there is a lawsuit related to this issue, currently pending of its final resolution within the country's Justice.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	There no such cases
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	No
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	the confidentiality policy was not violated in the past 5 years
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	There have been no breaches of confidentiality.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	No
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	Confidentiality rules have not been violated in the last five years and sanctions have not been applied
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	none
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	Not Applicable
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	In the past five years the confidentiality policy was not violated
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	Not applicable
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	NA
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	No violation was committed.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	We have fornulate the Statistcal Date Confident regulation.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	We do not have cases in which the confidentiality policy was violated in the past five years.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	DURING THE PAST FIVE YEARS THE CONFIDENTIALITY POLICY WAS NOT VIOLATED
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	No cases of this type have been reported.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	pas de cas enregistrés au cours des cinq dernières années
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	There were no violations and sanctions accordingly.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	NA
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	Statistics Denmark was ordered by a law to disclose statistical data on educational attainment for administrative and control purposes in 2017 â€“ in conflict with FPOS. Statistics Denmark consider it as a serious breach if researchers send home data containing deidentified microdata from Statistics Denmark's research computers. Since 2014 there has been close to 90 breaches, where researchers have sent home microdata. The normal sanction for a breach is one month exclusion from access to microdata for the research environment, that has committed the breach. If the research environment reports a breach to Statistics Denmark, then it is considered a mitigating circumstance, and the exclusion will be shorter than one month. Of the 90 breaches 45 percent have been self-reported. Statistics Denmark's confidentiality policy regarding researcher's access to microdata is more restrictive than required by the European General Data Protection Regulation (GDPR). E.g. confidentiality breach under the research arrangement is normally not considered a breach on GDPR.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	In the last five yeas, there have been no reported cases of breach of confidentiality.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	No cases found.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	Fortunately we did not have this problem.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	Violations have not taken place.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	Publication of identifiable data by mistake by one researcher, sanctioned by a ban to use the data
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	213	150	Europe	155	Western Europe			France	250	FRA				Developed	No violation of confidentiality in the last five years
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	No violations were observed.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	No Violation of the confidentiality policy in the past 5 years
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	There has been no violation of statistical confidentiality.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	L politique de confidentialité n'a jamais été violée à  ce jour.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	there is no violation of the law to date
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	There was no major violation.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	Staff breach. Direct IDs hacked with additional information. Staff member dismissed and cased handed over to the police authorities.
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	There is no
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	N/A
Q06.2a	Examples of cases in which the confidentiality policy was violated in the past five years, and the sanctions that were applied	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	There was no case of violation.
