QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	the NSO is drafting a new law on Population and Housing, which is expected to be approved within 2019 by the Parliament. With the entering into force of this law, the principles and recommendations will be fully compliant.
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	Due to the use of administrative registers we can't always implement fully the definitions as mentioned in the principles and recommendations.
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	We adhere to all key principles, but do not apply all the recommended core content.
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	We do not implement housing census until now.
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	
