QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R01	By launching awareness campaigns prior to censuses or large surveys	1	81	87.1
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R01	By launching awareness campaigns prior to censuses or large surveys	0	12	12.9
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R02	By sending pre-announcement letters	1	76	81.72
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R02	By sending pre-announcement letters	0	17	18.28
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R03	By requesting informed consent	0	56	60.22
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R03	By requesting informed consent	1	37	39.78
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R04	By providing an explanatory text on the front page of the survey	1	75	80.65
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R04	By providing an explanatory text on the front page of the survey	0	18	19.35
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R05	By applying fines for not responding	0	58	62.37
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R05	By applying fines for not responding	1	35	37.63
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R06	By declaring the census day national holiday	0	87	93.55
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R06	By declaring the census day national holiday	1	6	6.45
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R07	Other	0	81	87.1
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R07	Other	1	12	12.9
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)		81	87.1
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	The respondent's calendar is posted on Belstat's official website, as well as a schedule of primary data collection in electronic form that contains information on the start date and the deadline for statistical reports collection for each statistical survey for each reporting period; The online report collection provides the possibility for respondent to view an individual list of required reporting forms.	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	sending paper reminders, telephone reminders, visiting companies	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	Incentives for participation (entry into national raffles); training survey staff in how to encourage participation by reluctant respondents	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	National Statistics Day on 20 October	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	By sending statistics back to the respondens where they can see where they are positioned in relation to the statistical result is done in a few cases	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	In some statistical surveys targeted at households incentives are given to the respondents	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	HBS uses a reward practice for respondents providing detailed answers according the agenda.	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	Mandatory to respond for surveys conducted under the Statistics Act	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	Incentives (promotional items) to respondents	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	social media and announcement in public places	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	By following up with non-responders	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R09	Other (detail)	The Census Bureau makes plant visits to talk to non-respondants for certain surveys, like M3.	1	1.08
Q07.3	How the NSO has encouraged respondents to answer surveys during the past five years	R08	None Of The Above	0	93	100
