QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q07.7 	Additional comments on challenges to the implementation of Principle 7	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	The norms of the Law on State Statistics of the Republic of Belarus complies with the norms of the Generic Law on Official Statistics developed by the United Nations Economic Commission for Europe.
Q07.7 	Additional comments on challenges to the implementation of Principle 7	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	The Information Bill is to be tabled before parliament by the relevant Ministry.
Q07.7 	Additional comments on challenges to the implementation of Principle 7	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	To review existing law to meet current needs
Q07.7 	Additional comments on challenges to the implementation of Principle 7	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	Although we have a National Statistics Coordination Committee, it is not legislated and other data producers' statistical functions are not governed by the Statistics Law
Q07.7 	Additional comments on challenges to the implementation of Principle 7	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	We do not have further comments about this principle.
Q07.7 	Additional comments on challenges to the implementation of Principle 7	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	THE LAXW STATISTICAL IS NOT KNOWN BY ANYONE
Q07.7 	Additional comments on challenges to the implementation of Principle 7	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	7.6. The legal framework of the SEN is published, but not the legislation and administrative guidelines issued by the Government and which must be complied by the INEC.
Q07.7 	Additional comments on challenges to the implementation of Principle 7	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	The current statistical law dates from 1976, so its updating is essential for the proper functioning of the INEC and other entities that produce statistical information, on issues of functions of the INEC, the NSS and the National Council of Statistics and Census, as well as the fact of being an independent entity with technical, professional and financial autonomy.
Q07.7 	Additional comments on challenges to the implementation of Principle 7	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	
Q07.7 	Additional comments on challenges to the implementation of Principle 7	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	http://www.inege.gq/wp-content/uploads/2018/11/Reglamento-Organico-y-Funcional-del-INEGE.pdf
